y u v w 
0.0 11.1041410675 -0.00066625918222 0.0017145558946
0.00200133422282 11.1042375286 -0.00278203213749 0.00157872014823
0.00400266844563 11.1043339898 -0.0048978050928 0.00144288440187
0.00600400266845 11.104430451 -0.00701357804809 0.00130704865548
0.00800533689126 11.1045269121 -0.00912935100335 0.00117121290912
0.0100066711141 11.1046233733 -0.0112451239586 0.00103537716274
0.0120080053369 11.1047198344 -0.0133608969139 0.000899541416375
0.0140093395597 11.1048162956 -0.0154766698692 0.000763705669999
0.0160106737825 11.1049127567 -0.0175924428245 0.000627869923634
0.0180120080053 11.1050092179 -0.0197082157798 0.000492034177267
0.0200133422282 11.1052114804 -0.0220407193758 0.000378288201164
0.022014676451 11.1054755476 -0.0244998279995 0.000277446150271
0.0240160106738 11.1057396149 -0.0269589366232 0.000176604099389
0.0260173448966 11.1060036821 -0.029418045247 7.57620484958e-05
0.0280186791194 11.1062677494 -0.0318771538707 -2.50800023939e-05
0.0300200133422 11.1065318166 -0.0343362624945 -0.00012592205327
0.032021347565 11.1067958839 -0.0367953711182 -0.00022676410416
0.0340226817879 11.1070599511 -0.039254479742 -0.000327606155047
0.0360240160107 11.1074298982 -0.0416366910441 -0.000213557134637
0.0380253502335 11.1079381569 -0.0439184508899 0.000181205447369
0.0400266844563 11.1084464155 -0.0462002107358 0.00057596802936
0.0420280186791 11.1089546742 -0.0484819705816 0.000970730611364
0.0440293529019 11.1094629328 -0.0507637304275 0.00136549319337
0.0460306871247 11.1099711915 -0.0530454902733 0.00176025577535
0.0480320213476 11.1104794501 -0.0553272501192 0.00215501835737
0.0500333555704 11.1109877088 -0.0576090099651 0.00254978093936
0.0520346897932 11.1114469056 -0.0598303195907 0.00287434327289
0.054036024016 11.11174722 -0.0618558665827 0.00297156837789
0.0560373582388 11.1120475344 -0.0638814135748 0.00306879348288
0.0580386924616 11.1123478488 -0.0659069605668 0.00316601858788
0.0600400266845 11.1126481632 -0.0679325075589 0.00326324369287
0.0620413609073 11.1129484776 -0.0699580545509 0.00336046879787
0.0640426951301 11.113248792 -0.071983601543 0.00345769390286
0.0660440293529 11.1135491064 -0.074009148535 0.00355491900785
0.0680453635757 11.1138494208 -0.0760346955271 0.00365214411285
0.0700466977985 11.1141497352 -0.0780602425191 0.00374936921784
0.0720480320213 11.114622592 -0.0804264458432 0.00436382749045
0.0740493662442 11.1151218741 -0.0828448217588 0.00505750165357
0.076050700467 11.1156211563 -0.0852631976745 0.0057511758167
0.0780520346898 11.1161204384 -0.0876815735901 0.00644484997983
0.0800533689126 11.1166197206 -0.0900999495056 0.00713852414296
0.0820547031354 11.1171190027 -0.0925183254213 0.00783219830609
0.0840560373582 11.1176182849 -0.0949367013367 0.0085258724692
0.0860573715811 11.118117567 -0.0973550772524 0.00921954663234
0.0880587058039 11.1186168492 -0.099773453168 0.0099132207955
0.0900600400267 11.1190625241 -0.10243990776 0.0108281858564
0.0920613742495 11.1194542555 -0.105355996382 0.011965829219
0.0940627084723 11.1198459869 -0.108272085003 0.0131034725815
0.0960640426951 11.1202377183 -0.111188173625 0.0142411159441
0.0980653769179 11.1206294497 -0.114104262246 0.0153787593066
0.100066711141 11.1210211811 -0.117020350868 0.0165164026691
0.102068045364 11.1214129125 -0.119936439489 0.0176540460316
0.104069379586 11.1218046439 -0.122852528111 0.0187916893941
0.106070713809 11.122077466 -0.125590209651 0.0202261107974
0.108072048032 11.1220738623 -0.127913152651 0.022350444789
0.110073382255 11.1220702587 -0.130236095651 0.0244747787804
0.112074716478 11.1220666551 -0.13255903865 0.026599112772
0.1140760507 11.1220630514 -0.13488198165 0.0287234467636
0.116077384923 11.1220594478 -0.13720492465 0.030847780755
0.118078719146 11.1220558442 -0.13952786765 0.0329721147467
0.120080053369 11.1220522406 -0.14185081065 0.0350964487383
0.122081387592 11.1220528049 -0.144181535012 0.0372425684451
0.124082721815 11.1220896184 -0.146579933651 0.0395781578594
0.126084056037 11.1221264319 -0.14897833229 0.0419137472736
0.12808539026 11.1221632454 -0.151376730929 0.0442493366879
0.130086724483 11.1222000588 -0.153775129568 0.0465849261023
0.132088058706 11.1222368723 -0.156173528207 0.0489205155166
0.134089392929 11.1222736858 -0.158571926846 0.0512561049308
0.136090727151 11.1223104993 -0.160970325484 0.0535916943451
0.138092061374 11.1223473128 -0.163368724123 0.0559272837592
0.140093395597 11.1223841263 -0.165767122762 0.0582628731735
0.14209472982 11.1219605425 -0.167937938463 0.0598609753836
0.144096064043 11.1213704321 -0.170026436931 0.0611923269028
0.146097398266 11.1207803217 -0.172114935399 0.0625236784219
0.148098732488 11.1201902113 -0.174203433868 0.0638550299411
0.150100066711 11.1196001009 -0.176291932336 0.0651863814602
0.152101400934 11.1190099906 -0.178380430804 0.0665177329793
0.154102735157 11.1184198802 -0.180468929272 0.0678490844985
0.15610406938 11.1178297698 -0.18255742774 0.0691804360177
0.158105403602 11.1172396594 -0.184645926209 0.0705117875368
0.160106737825 11.1165328659 -0.186685790658 0.0715528419296
0.162108072048 11.1156236221 -0.188641273006 0.0720902184016
0.164109406271 11.1147143784 -0.190596755354 0.0726275948737
0.166110740494 11.1138051346 -0.192552237703 0.0731649713459
0.168112074716 11.1128958908 -0.194507720051 0.0737023478183
0.170113408939 11.1119866471 -0.196463202399 0.0742397242901
0.172114743162 11.1110774033 -0.198418684747 0.0747771007624
0.174116077385 11.1101681596 -0.200374167095 0.0753144772346
0.176117411608 11.1091443323 -0.202451336298 0.0761431705945
0.178118745831 11.1075529166 -0.20513127992 0.0784148987708
0.180120080053 11.1059615009 -0.207811223542 0.0806866269464
0.182121414276 11.1043700852 -0.210491167163 0.0829583551223
0.184122748499 11.1027786696 -0.213171110785 0.0852300832983
0.186124082722 11.1011872539 -0.215851054406 0.0875018114744
0.188125416945 11.0995958382 -0.218530998028 0.0897735396502
0.190126751167 11.0980044225 -0.221210941649 0.092045267826
0.19212808539 11.0964130069 -0.223890885271 0.0943169960022
0.194129419613 11.0946265606 -0.226571343214 0.0958978336564
0.196130753836 11.0928341473 -0.229251816893 0.0974575329531
0.198132088059 11.0910417339 -0.231932290571 0.0990172322499
0.200133422282 11.0892493206 -0.234612764251 0.100576931547
0.202134756504 11.0874569072 -0.237293237929 0.102136630844
0.204136090727 11.0856644938 -0.239973711608 0.103696330141
0.20613742495 11.0838720804 -0.242654185287 0.105256029437
0.208138759173 11.0820796671 -0.245334658966 0.106815728734
0.210140093396 11.0802872537 -0.248015132645 0.108375428031
0.212141427618 11.0768776748 -0.250935227655 0.111730428512
0.214142761841 11.0723969863 -0.254014032898 0.116274524582
0.216144096064 11.0679162977 -0.257092838141 0.120818620651
0.218145430287 11.0634356092 -0.260171643383 0.125362716721
0.22014676451 11.0589549207 -0.263250448626 0.129906812791
0.222148098732 11.0544742321 -0.266329253868 0.134450908861
0.224149432955 11.0499935436 -0.269408059111 0.138995004931
0.226150767178 11.045512855 -0.272486864354 0.143539101001
0.228152101401 11.0410321665 -0.275565669596 0.148083197071
0.230153435624 11.0367236366 -0.27887373945 0.152611177017
0.232154769847 11.0329824213 -0.282937305441 0.15708604947
0.234156104069 11.029241206 -0.287000871431 0.161560921922
0.236157438292 11.0254999907 -0.291064437422 0.166035794374
0.238158772515 11.0217587753 -0.295128003412 0.170510666827
0.240160106738 11.01801756 -0.299191569402 0.174985539279
0.242161440961 11.0142763447 -0.303255135392 0.179460411732
0.244162775183 11.0105351294 -0.307318701383 0.183935284184
0.246164109406 11.0065363084 -0.311339644403 0.188334762318
0.248165443629 10.9954676412 -0.314190823681 0.190665085254
0.250166777852 10.9843989739 -0.317042002959 0.192995408192
0.252168112075 10.9733303067 -0.319893182237 0.195325731128
0.254169446298 10.9622616395 -0.322744361515 0.197656054064
0.25617078052 10.9511929723 -0.325595540793 0.199986377002
0.258172114743 10.9401243051 -0.328446720071 0.202316699938
0.260173448966 10.9290556378 -0.331297899348 0.204647022874
0.262174783189 10.9179869706 -0.334149078627 0.206977345811
0.264176117412 10.9063519635 -0.335922069358 0.210537033521
0.266177451634 10.8946070696 -0.337485859326 0.214335254695
0.268178785857 10.8828621757 -0.339049649294 0.218133475868
0.27018012008 10.8711172818 -0.340613439262 0.221931697041
0.272181454303 10.8593723878 -0.342177229229 0.225729918216
0.274182788526 10.8476274939 -0.343741019198 0.229528139389
0.276184122748 10.8358826 -0.345304809165 0.233326360564
0.278185456971 10.8241377061 -0.346868599133 0.237124581736
0.280186791194 10.8123928122 -0.348432389101 0.24092280291
0.282188125417 10.7938053088 -0.34992130966 0.243080989914
0.28418945964 10.767462848 -0.351325378222 0.243380471522
0.286190793863 10.7411203872 -0.352729446784 0.243679953131
0.288192128085 10.7147779264 -0.354133515346 0.243979434742
0.290193462308 10.6884354656 -0.355537583908 0.244278916351
0.292194796531 10.6620930048 -0.35694165247 0.244578397959
