y u v w 
0.0 16.3727335385 -0.0017006222749 -0.000703607453133
0.00200133422282 16.3728623207 -0.00364260202151 -0.000864847285483
0.00400266844563 16.3729911029 -0.00558458176811 -0.00102608711784
0.00600400266845 16.3731198851 -0.0075265615147 -0.00118732695019
0.00800533689126 16.3732486674 -0.0094685412613 -0.00134856678255
0.0100066711141 16.3733774496 -0.0114105210079 -0.0015098066149
0.0120080053369 16.3735062318 -0.0133525007545 -0.00167104644726
0.0140093395597 16.373635014 -0.0152944805011 -0.00183228627961
0.0160106737825 16.3737637962 -0.0172364602477 -0.00199352611197
0.0180120080053 16.3738925784 -0.0191784399943 -0.00215476594432
0.0200133422282 16.3741314372 -0.021347787396 -0.00222017388744
0.022014676451 16.374434598 -0.0236499535268 -0.00222960082596
0.0240160106738 16.3747377589 -0.0259521196576 -0.00223902776447
0.0260173448966 16.3750409198 -0.0282542857885 -0.00224845470299
0.0280186791194 16.3753440806 -0.0305564519194 -0.00225788164151
0.0300200133422 16.3756472415 -0.0328586180502 -0.00226730858003
0.032021347565 16.3759504024 -0.0351607841811 -0.00227673551855
0.0340226817879 16.3762535632 -0.0374629503119 -0.00228616245705
0.0360240160107 16.3766414399 -0.0396572996606 -0.00220932039215
0.0380253502335 16.3771399814 -0.0417108072669 -0.00201978458407
0.0400266844563 16.3776385229 -0.0437643148731 -0.00183024877597
0.0420280186791 16.3781370644 -0.0458178224793 -0.00164071296788
0.0440293529019 16.3786356059 -0.0478713300856 -0.00145117715979
0.0460306871247 16.3791341474 -0.0499248376918 -0.00126164135171
0.0480320213476 16.3796326889 -0.051978345298 -0.00107210554362
0.0500333555704 16.3801312304 -0.0540318529042 -0.000882569735526
0.0520346897932 16.3806102241 -0.0560281502259 -0.000720958139076
0.054036024016 16.3810259145 -0.0578391771554 -0.000649776605397
0.0560373582388 16.3814416048 -0.059650204085 -0.000578595071733
0.0580386924616 16.3818572951 -0.0614612310147 -0.000507413538083
0.0600400266845 16.3822729854 -0.0632722579443 -0.000436232004436
0.0620413609073 16.3826886758 -0.0650832848739 -0.00036505047077
0.0640426951301 16.3831043661 -0.0668943118034 -0.000293868937095
0.0660440293529 16.3835200564 -0.0687053387331 -0.000222687403435
0.0680453635757 16.3839357468 -0.0705163656627 -0.000151505869761
