x u10 v10 w10 u15 v15 w15 u24 v24 w24
-2.00705 8.5764 0.175142 0.000250462 13.6034 0.179044 0.000276605 23.2401 0.104561 4.94378e-05
-2.00305 8.57358 0.175428 0.000251457 13.6006 0.179391 0.000276478 23.2385 0.104781 5.02411e-05
-1.99905 8.57082 0.175715 0.000251794 13.5978 0.179738 0.000276584 23.2369 0.105002 5.14746e-05
-1.99505 8.56807 0.176 0.000252509 13.595 0.180085 0.000276197 23.2353 0.105223 5.27111e-05
-1.99104 8.5653 0.176286 0.000253489 13.5921 0.180432 0.000275929 23.2336 0.105444 5.39655e-05
-1.98704 8.56253 0.176571 0.000254242 13.5893 0.180778 0.000275485 23.232 0.105666 5.44053e-05
-1.98304 8.55976 0.176856 0.000254504 13.5865 0.181125 0.000275505 23.2304 0.105887 5.61918e-05
-1.97904 8.55698 0.177141 0.000255189 13.5836 0.18147 0.000275534 23.2288 0.106108 5.70777e-05
-1.97504 8.5542 0.177424 0.000256031 13.5808 0.181817 0.000274894 23.2272 0.106329 5.84943e-05
-1.97104 8.55142 0.177708 0.000256964 13.5779 0.182163 0.000275033 23.2255 0.106551 5.93224e-05
-1.96704 8.54862 0.17799 0.000257666 13.5751 0.182509 0.000274488 23.2239 0.106772 6.06695e-05
-1.96303 8.54583 0.178272 0.000258017 13.5722 0.182855 0.000274077 23.2223 0.106994 6.17588e-05
-1.95903 8.54301 0.178553 0.000258605 13.5693 0.1832 0.000273862 23.2206 0.107215 6.30157e-05
-1.95503 8.54021 0.178834 0.000259416 13.5664 0.183546 0.000273739 23.219 0.107437 6.43641e-05
-1.95103 8.5374 0.179114 0.000260391 13.5636 0.183891 0.000273271 23.2173 0.107658 6.57792e-05
-1.94703 8.53459 0.179393 0.0002608 13.5607 0.184236 0.000272811 23.2157 0.107879 6.6777e-05
-1.94303 8.53177 0.179673 0.000262067 13.5578 0.184581 0.000273253 23.214 0.108101 6.84758e-05
-1.93902 8.52894 0.179951 0.000262437 13.5549 0.184926 0.000272939 23.2124 0.108322 6.93871e-05
-1.93502 8.52612 0.18023 0.000263245 13.552 0.185269 0.000272235 23.2107 0.108544 7.05277e-05
-1.93102 8.52328 0.180507 0.0002638 13.5491 0.185613 0.000272328 23.2091 0.108766 7.18491e-05
-1.92702 8.52045 0.180783 0.000264266 13.5462 0.185958 0.00027217 23.2074 0.108987 7.34052e-05
-1.92302 8.5176 0.18106 0.000265032 13.5433 0.186302 0.000272309 23.2057 0.109209 7.45684e-05
-1.91902 8.51476 0.181334 0.000265764 13.5403 0.186644 0.000271615 23.2041 0.10943 7.61321e-05
-1.91502 8.51191 0.181608 0.000266585 13.5374 0.186987 0.000270941 23.2024 0.109652 7.71788e-05
-1.91101 8.50905 0.181882 0.000267064 13.5345 0.187329 0.000270527 23.2007 0.109873 7.84551e-05
-1.90701 8.5062 0.182154 0.000267998 13.5315 0.187673 0.000270669 23.1991 0.110095 7.977e-05
-1.90301 8.50333 0.182427 0.000268806 13.5286 0.188016 0.000270449 23.1974 0.110316 8.15041e-05
-1.89901 8.50046 0.182698 0.000269025 13.5256 0.188356 0.000270448 23.1957 0.110537 8.30773e-05
-1.89501 8.4976 0.182968 0.000269953 13.5227 0.188697 0.000269608 23.194 0.110758 8.43664e-05
-1.89101 8.49471 0.183237 0.000270427 13.5197 0.189038 0.000269614 23.1923 0.11098 8.56426e-05
-1.887 8.49183 0.183505 0.000271661 13.5168 0.189378 0.00026982 23.1906 0.1112 8.70706e-05
-1.883 8.48895 0.183773 0.000272635 13.5138 0.189718 0.000269186 23.1889 0.111422 8.84311e-05
-1.879 8.48605 0.184041 0.000273018 13.5108 0.190057 0.000268442 23.1872 0.111643 9.00853e-05
-1.875 8.48317 0.184307 0.000273355 13.5078 0.190396 0.000268484 23.1855 0.111863 9.16257e-05
-1.871 8.48027 0.184572 0.000274004 13.5049 0.190735 0.000268039 23.1838 0.112084 9.32954e-05
-1.867 8.47737 0.184838 0.000274716 13.5019 0.191073 0.000268314 23.1821 0.112305 9.47558e-05
-1.863 8.47447 0.1851 0.000275126 13.4989 0.191411 0.000267484 23.1804 0.112525 9.62278e-05
-1.85899 8.47155 0.185363 0.000275772 13.4959 0.191747 0.000267016 23.1787 0.112745 9.77526e-05
-1.85499 8.46865 0.185623 0.00027664 13.4929 0.192084 0.000266475 23.177 0.112965 9.92095e-05
-1.85099 8.46572 0.185885 0.000277487 13.4899 0.19242 0.000266344 23.1753 0.113185 0.000100265
-1.84699 8.46279 0.186144 0.000277934 13.4869 0.192755 0.000265788 23.1735 0.113405 0.00010232
-1.84299 8.45987 0.186401 0.000278903 13.4838 0.19309 0.000265821 23.1718 0.113625 0.000103845
-1.83899 8.45693 0.186659 0.000279535 13.4808 0.193424 0.000266257 23.1701 0.113845 0.000105478
-1.83498 8.45399 0.186915 0.000279896 13.4778 0.193758 0.000266066 23.1684 0.114064 0.000107277
-1.83098 8.45106 0.18717 0.000280594 13.4747 0.19409 0.00026498 23.1666 0.114283 0.000109135
-1.82698 8.44813 0.187426 0.000280982 13.4717 0.194423 0.000264878 23.1649 0.114502 0.000110742
-1.82298 8.44517 0.187678 0.000281777 13.4687 0.194756 0.000264637 23.1632 0.114721 0.000112504
-1.81898 8.44223 0.187931 0.000282776 13.4656 0.195087 0.000263855 23.1614 0.11494 0.000113856
-1.81498 8.43926 0.188182 0.000282872 13.4625 0.195417 0.000263681 23.1597 0.115158 0.000115651
-1.81098 8.4363 0.188431 0.000283401 13.4595 0.195746 0.000263379 23.1579 0.115376 0.000117153
-1.80697 8.43333 0.188679 0.000284252 13.4564 0.196075 0.000262884 23.1562 0.115594 0.000118838
-1.80297 8.43037 0.188926 0.000284449 13.4533 0.196405 0.0002627 23.1544 0.115811 0.000121657
-1.79897 8.42739 0.189173 0.000285389 13.4503 0.196732 0.000262022 23.1527 0.116029 0.000123032
-1.79497 8.42441 0.189417 0.000285838 13.4472 0.197058 0.000261942 23.1509 0.116245 0.000124851
-1.79097 8.42145 0.189661 0.000286428 13.4441 0.197385 0.000261476 23.1492 0.116462 0.000126177
-1.78697 8.41846 0.189904 0.000287393 13.441 0.19771 0.000261855 23.1474 0.116679 0.000128541
-1.78296 8.41548 0.190145 0.000287759 13.4379 0.198034 0.000260743 23.1456 0.116895 0.000130204
-1.77896 8.41247 0.190385 0.000288327 13.4348 0.198358 0.000260724 23.1439 0.117111 0.000132091
-1.77496 8.40949 0.190623 0.000289037 13.4317 0.19868 0.000260803 23.1421 0.117327 0.000134056
-1.77096 8.40648 0.190861 0.000289109 13.4286 0.199002 0.000259753 23.1403 0.117542 0.000136372
-1.76696 8.40349 0.191096 0.000290268 13.4255 0.199323 0.000259211 23.1386 0.117757 0.000137645
-1.76296 8.40049 0.19133 0.000290877 13.4224 0.199643 0.000259779 23.1368 0.117971 0.000139911
-1.75896 8.39747 0.191563 0.00029147 13.4193 0.199961 0.000259028 23.135 0.118186 0.000141455
-1.75495 8.39445 0.191796 0.00029192 13.4161 0.20028 0.000258356 23.1332 0.118399 0.000143672
-1.75095 8.39144 0.192026 0.000292399 13.413 0.200598 0.000258071 23.1314 0.118613 0.000145625
-1.74695 8.38841 0.192255 0.000293056 13.4099 0.200913 0.000257422 23.1296 0.118827 0.000148042
-1.74295 8.38539 0.192482 0.000293713 13.4067 0.201229 0.000256721 23.1278 0.119038 0.000149396
-1.73895 8.38236 0.192708 0.000294723 13.4036 0.201543 0.000256576 23.126 0.119251 0.000151889
-1.73495 8.37933 0.19293 0.000294823 13.4004 0.201856 0.00025637 23.1242 0.119463 0.000154314
-1.73095 8.37629 0.193154 0.000295463 13.3973 0.202168 0.000255517 23.1225 0.119674 0.000156041
-1.72694 8.37326 0.193375 0.000296027 13.3941 0.202479 0.000255174 23.1206 0.119885 0.000157964
-1.72294 8.37021 0.193594 0.000296158 13.3909 0.202789 0.000254792 23.1188 0.120096 0.00016001
-1.71894 8.36717 0.193813 0.000296711 13.3878 0.203097 0.000254868 23.117 0.120306 0.000162187
-1.71494 8.36411 0.194028 0.000297405 13.3846 0.203405 0.000254172 23.1152 0.120515 0.000164972
-1.71094 8.36105 0.194243 0.000297906 13.3814 0.203711 0.000253749 23.1134 0.120725 0.000166601
-1.70694 8.358 0.194456 0.00029869 13.3782 0.204016 0.000253102 23.1116 0.120933 0.000168909
-1.70293 8.35494 0.194667 0.000299012 13.375 0.204321 0.000252736 23.1098 0.121142 0.000170937
-1.69893 8.35188 0.194875 0.000299528 13.3719 0.204623 0.000252199 23.108 0.12135 0.000172793
-1.69493 8.34882 0.195083 0.000300198 13.3687 0.204924 0.000251197 23.1061 0.121557 0.000174642
-1.69093 8.34574 0.195288 0.000300536 13.3655 0.205224 0.000250867 23.1043 0.121763 0.000177133
-1.68693 8.34267 0.195493 0.00030108 13.3622 0.205522 0.000250577 23.1025 0.121969 0.000179465
-1.68293 8.3396 0.195695 0.00030143 13.359 0.205821 0.000250026 23.1007 0.122175 0.000181836
-1.67893 8.33651 0.195895 0.000301721 13.3558 0.206116 0.000249645 23.0988 0.122379 0.00018419
-1.67492 8.33343 0.196094 0.000302409 13.3526 0.20641 0.00024828 23.097 0.122583 0.000186854
-1.67092 8.33033 0.196289 0.000302849 13.3494 0.206704 0.000247911 23.0952 0.122787 0.00018881
-1.66692 8.32724 0.196485 0.000303251 13.3462 0.206995 0.000247298 23.0933 0.12299 0.000190889
-1.66292 8.32414 0.196676 0.000303773 13.3429 0.207285 0.000246918 23.0915 0.123192 0.000193237
-1.65892 8.32105 0.196867 0.000304043 13.3397 0.207574 0.00024635 23.0897 0.123394 0.000195577
-1.65492 8.31795 0.197056 0.000304983 13.3365 0.207861 0.000246189 23.0878 0.123595 0.000198253
-1.65091 8.31485 0.197242 0.000305147 13.3332 0.208146 0.000245047 23.086 0.123795 0.000200232
-1.64691 8.31176 0.197426 0.000305282 13.33 0.208431 0.000245795 23.0841 0.123995 0.000202641
-1.64291 8.30865 0.197609 0.000306169 13.3267 0.208713 0.000243564 23.0823 0.124195 0.000205382
-1.63891 8.30553 0.197788 0.000306322 13.3235 0.208994 0.000243318 23.0804 0.124393 0.00020759
-1.63491 8.30242 0.197966 0.000306782 13.3202 0.209274 0.000242866 23.0786 0.12459 0.000209988
-1.63091 8.2993 0.198141 0.000306615 13.3169 0.209551 0.000241998 23.0767 0.124787 0.000212419
-1.62691 8.29618 0.198315 0.000307395 13.3137 0.209828 0.000241723 23.0748 0.124983 0.00021488
-1.6229 8.29307 0.198487 0.000307895 13.3104 0.210102 0.000240457 23.073 0.125177 0.000217519
-1.6189 8.28993 0.198655 0.000308601 13.3071 0.210374 0.000240573 23.0711 0.125372 0.000220074
-1.6149 8.28681 0.198822 0.000308251 13.3038 0.210644 0.000240214 23.0693 0.125566 0.000222847
-1.6109 8.28368 0.198986 0.000308709 13.3006 0.210913 0.000239364 23.0674 0.125759 0.000225292
-1.6069 8.28055 0.199148 0.000309212 13.2973 0.211181 0.000238265 23.0655 0.12595 0.000227959
-1.6029 8.27741 0.199307 0.000309468 13.294 0.211445 0.000237665 23.0637 0.126141 0.000230122
-1.59889 8.27428 0.199466 0.000309546 13.2907 0.211708 0.000236858 23.0618 0.126332 0.000233211
-1.59489 8.27114 0.19962 0.000310209 13.2874 0.211969 0.00023612 23.0599 0.126521 0.000235723
-1.59089 8.26799 0.199772 0.000310359 13.2841 0.212229 0.000235147 23.058 0.126709 0.000238479
-1.58689 8.26484 0.199921 0.000310845 13.2808 0.212486 0.000234119 23.0562 0.126897 0.000240776
-1.58289 8.2617 0.200068 0.000310934 13.2775 0.212741 0.000233481 23.0543 0.127083 0.000243602
-1.57889 8.25854 0.200212 0.000311051 13.2742 0.212994 0.000232406 23.0524 0.127269 0.00024632
-1.57489 8.2554 0.200355 0.000311139 13.2709 0.213245 0.00023224 23.0505 0.127453 0.000248867
-1.57088 8.25224 0.200495 0.000311253 13.2675 0.213494 0.000231858 23.0486 0.127638 0.000251574
-1.56688 8.24909 0.200632 0.000311524 13.2642 0.213741 0.000229862 23.0467 0.12782 0.000253855
-1.56288 8.24593 0.200764 0.000311559 13.2609 0.213985 0.000229696 23.0448 0.128002 0.000257131
-1.55888 8.24276 0.200895 0.000311751 13.2576 0.214227 0.000228266 23.043 0.128183 0.000259751
-1.55488 8.2396 0.201026 0.000312208 13.2542 0.214467 0.000227854 23.0411 0.128362 0.000262141
-1.55088 8.23644 0.20115 0.000311983 13.2509 0.214706 0.000226277 23.0392 0.12854 0.000264841
-1.54688 8.23327 0.201274 0.000311655 13.2476 0.214941 0.00022537 23.0373 0.128718 0.000267634
-1.54287 8.2301 0.201394 0.000312076 13.2442 0.215174 0.00022427 23.0354 0.128894 0.000271078
-1.53887 8.22693 0.201512 0.000312218 13.2409 0.215405 0.000223596 23.0335 0.129069 0.000273074
-1.53487 8.22376 0.201626 0.00031275 13.2375 0.215633 0.00022253 23.0316 0.129243 0.000276898
-1.53087 8.22059 0.201737 0.000312856 13.2342 0.215859 0.000221275 23.0297 0.129415 0.000279193
-1.52687 8.21741 0.201845 0.000312851 13.2308 0.216083 0.000219999 23.0278 0.129588 0.000281785
-1.52287 8.21423 0.201949 0.000312704 13.2275 0.216302 0.000219149 23.0259 0.129758 0.000284865
-1.51886 8.21106 0.202052 0.000312947 13.2241 0.216521 0.000217882 23.024 0.129927 0.000287262
-1.51486 8.20787 0.20215 0.000312272 13.2208 0.216736 0.000216535 23.0221 0.130095 0.000290185
-1.51086 8.20469 0.202246 0.000312726 13.2174 0.216949 0.000215626 23.0202 0.130261 0.000293096
-1.50686 8.20151 0.20234 0.000312445 13.214 0.217159 0.000213862 23.0183 0.130427 0.000296052
-1.50286 8.19832 0.202429 0.000312709 13.2107 0.217368 0.000213388 23.0164 0.130591 0.000299125
-1.49886 8.19514 0.202514 0.000312444 13.2073 0.217572 0.000212127 23.0145 0.130754 0.000301093
-1.49486 8.19195 0.202596 0.000312734 13.2039 0.217773 0.000211505 23.0126 0.130915 0.000304709
-1.49085 8.18876 0.202677 0.000312134 13.2005 0.217972 0.000209129 23.0106 0.131075 0.000307002
-1.48685 8.18556 0.202752 0.000312372 13.1972 0.218168 0.000208205 23.0087 0.131234 0.000310117
-1.48285 8.18238 0.202824 0.000312167 13.1938 0.218361 0.000206902 23.0068 0.131391 0.000313301
-1.47885 8.17918 0.202895 0.000312076 13.1904 0.218552 0.000205859 23.0049 0.131547 0.000316196
-1.47485 8.17598 0.20296 0.000311564 13.187 0.21874 0.000204156 23.003 0.131702 0.000319541
-1.47085 8.17279 0.203021 0.000311081 13.1836 0.218925 0.000202528 23.0011 0.131854 0.000322081
-1.46684 8.16959 0.203081 0.000310438 13.1802 0.219105 0.000200631 22.9992 0.132006 0.000325327
-1.46284 8.1664 0.203134 0.000310971 13.1768 0.219284 0.000199378 22.9973 0.132156 0.00032801
-1.45884 8.1632 0.203186 0.000309974 13.1734 0.219459 0.000197895 22.9953 0.132304 0.00033098
-1.45484 8.15999 0.203234 0.00030997 13.1701 0.21963 0.000196865 22.9934 0.132451 0.000334227
-1.45084 8.1568 0.203278 0.000310268 13.1667 0.219799 0.000194493 22.9915 0.132596 0.000336671
-1.44684 8.1536 0.203319 0.000310108 13.1633 0.219965 0.000192809 22.9896 0.132739 0.000339682
-1.44284 8.15041 0.203355 0.000309326 13.1598 0.220127 0.000191649 22.9877 0.132881 0.00034298
-1.43883 8.14721 0.203386 0.000308366 13.1565 0.220285 0.000189548 22.9857 0.133023 0.00034531
-1.43483 8.144 0.203415 0.000308525 13.153 0.22044 0.000187317 22.9838 0.13316 0.00034885
-1.43083 8.1408 0.203439 0.000307958 13.1496 0.220591 0.000186328 22.9819 0.133298 0.000351426
-1.42683 8.1376 0.20346 0.000307406 13.1462 0.22074 0.000183746 22.98 0.133432 0.000353837
-1.42283 8.13441 0.203477 0.000306479 13.1428 0.220885 0.000182152 22.9781 0.133566 0.000357461
-1.41883 8.13119 0.203489 0.000306177 13.1394 0.221026 0.000179886 22.9761 0.133698 0.000360334
-1.41482 8.12799 0.203498 0.000306129 13.136 0.221164 0.000177757 22.9742 0.133828 0.000363498
-1.41082 8.12479 0.203502 0.000305151 13.1326 0.221297 0.000175482 22.9723 0.133956 0.000366332
-1.40682 8.12159 0.203501 0.000304988 13.1292 0.221427 0.000174207 22.9704 0.134082 0.000369279
-1.40282 8.11838 0.203498 0.000304345 13.1258 0.221553 0.00017199 22.9685 0.134205 0.000371933
-1.39882 8.11518 0.203488 0.000303767 13.1223 0.221676 0.000169884 22.9665 0.134328 0.000374896
-1.39482 8.11198 0.203475 0.000303114 13.1189 0.221795 0.000168086 22.9646 0.134448 0.000377569
-1.39082 8.10878 0.20346 0.000302013 13.1155 0.221908 0.000165373 22.9627 0.134566 0.000380791
-1.38681 8.10558 0.203436 0.000300586 13.1121 0.222018 0.000163579 22.9608 0.134683 0.000383981
-1.38281 8.10239 0.203409 0.000300343 13.1087 0.222125 0.000160714 22.9589 0.134797 0.000386653
-1.37881 8.09918 0.203379 0.000299037 13.1053 0.222227 0.000158991 22.957 0.134909 0.000389601
-1.37481 8.09599 0.203343 0.00029817 13.1018 0.222326 0.000156541 22.955 0.135019 0.000393061
-1.37081 8.09277 0.203302 0.00029765 13.0984 0.222419 0.000153978 22.9531 0.135127 0.000395638
-1.36681 8.08959 0.203257 0.000296135 13.095 0.222508 0.00015099 22.9512 0.135234 0.000398011
-1.3628 8.08639 0.203208 0.000295416 13.0916 0.222594 0.000148705 22.9493 0.135338 0.000401301
-1.3588 8.08319 0.203154 0.000294381 13.0882 0.222675 0.000146061 22.9474 0.135439 0.000404317
-1.3548 8.08 0.203095 0.000293111 13.0847 0.222751 0.000143043 22.9454 0.135539 0.000406841
-1.3508 8.0768 0.20303 0.000292391 13.0813 0.222824 0.00014003 22.9435 0.135636 0.000409691
-1.3468 8.07362 0.20296 0.000290956 13.0779 0.222891 0.000137142 22.9416 0.135731 0.000411768
-1.3428 8.07044 0.202885 0.000289525 13.0745 0.222955 0.000134772 22.9397 0.135823 0.000415002
-1.3388 8.06724 0.202805 0.000288251 13.071 0.223012 0.000132013 22.9378 0.135913 0.000417788
-1.33479 8.06405 0.202722 0.000287322 13.0676 0.223067 0.000128253 22.9359 0.136 0.000420278
-1.33079 8.06086 0.202632 0.000286377 13.0642 0.223115 0.000125401 22.934 0.136086 0.000423211
-1.32679 8.05753 0.202537 0.000283936 13.0608 0.22316 0.00012218 22.9321 0.136169 0.000425077
-1.32279 8.05436 0.202437 0.000282966 13.0574 0.223199 0.000119123 22.9302 0.136249 0.000428134
-1.31879 8.05117 0.202331 0.000281576 13.0539 0.223234 0.000114763 22.9282 0.136327 0.00043085
-1.31479 8.04799 0.20222 0.000280337 13.0505 0.223263 0.000112013 22.9263 0.136402 0.000433904
-1.31079 8.04481 0.202103 0.000278481 13.0471 0.223287 0.000108945 22.9244 0.136475 0.000436309
-1.30678 8.04163 0.201981 0.000276394 13.0437 0.223307 0.000104848 22.9225 0.136545 0.000438784
-1.30278 8.03845 0.201854 0.00027485 13.0403 0.22332 0.000101657 22.9206 0.136612 0.000441567
-1.29878 8.03529 0.201721 0.000272971 13.0369 0.22333 9.75877e-05 22.9187 0.136677 0.000443434
-1.29478 8.03212 0.201582 0.000271259 13.0334 0.223332 9.43377e-05 22.9169 0.13674 0.000445764
-1.29078 8.02895 0.201437 0.000269877 13.03 0.223331 8.9783e-05 22.915 0.136799 0.000448185
-1.28678 8.02578 0.201286 0.000267255 13.0266 0.223323 8.6332e-05 22.9131 0.136856 0.000451116
-1.28277 8.02263 0.20113 0.000264855 13.0232 0.22331 8.20122e-05 22.9112 0.136909 0.000453615
-1.27877 8.01947 0.200968 0.000263529 13.0198 0.223292 7.75359e-05 22.9093 0.13696 0.000455497
-1.27477 8.01631 0.200801 0.000261054 13.0164 0.223268 7.40736e-05 22.9074 0.137009 0.000457243
-1.27077 8.01316 0.200625 0.000259064 13.013 0.223239 6.95e-05 22.9055 0.137054 0.000459422
-1.26677 8.01002 0.200445 0.000257773 13.0096 0.223203 6.59316e-05 22.9036 0.137095 0.000461397
-1.26277 8.00687 0.200257 0.000255486 13.0062 0.223161 6.04732e-05 22.9018 0.137135 0.000464235
-1.25877 8.00371 0.200065 0.000252336 13.0028 0.223115 5.64766e-05 22.8999 0.137171 0.000465612
-1.25476 8.00058 0.199866 0.000249632 12.9994 0.223062 5.14425e-05 22.898 0.137203 0.000468447
-1.25076 7.99745 0.199661 0.000247521 12.996 0.223002 4.5641e-05 22.8961 0.137232 0.000469982
-1.24676 7.99431 0.199448 0.000244806 12.9927 0.222937 4.0795e-05 22.8943 0.137258 0.000471714
-1.24276 7.99118 0.199229 0.000242103 12.9893 0.222865 3.68543e-05 22.8924 0.137282 0.000473481
-1.23876 7.98804 0.199003 0.000239438 12.9859 0.222786 3.33492e-05 22.8906 0.137303 0.000475589
-1.23476 7.98494 0.198773 0.000236687 12.9825 0.222702 2.53681e-05 22.8887 0.137319 0.000476363
-1.23075 7.98182 0.198533 0.000233821 12.9791 0.222611 1.99215e-05 22.8868 0.137333 0.000477814
-1.22675 7.9787 0.198289 0.000230901 12.9757 0.222514 1.52416e-05 22.885 0.137343 0.000479727
-1.22275 7.9756 0.198035 0.00022778 12.9724 0.222411 9.29884e-06 22.8831 0.137349 0.000481929
-1.21875 7.97251 0.197776 0.000224759 12.969 0.222301 2.51596e-06 22.8813 0.137352 0.000482585
-1.21475 7.9694 0.197511 0.00022158 12.9657 0.222183 -3.10975e-06 22.8794 0.137352 0.000482926
-1.21075 7.96629 0.197238 0.000218277 12.9623 0.222058 -7.89101e-06 22.8776 0.137348 0.000485852
-1.20675 7.9632 0.196959 0.000214589 12.9589 0.221928 -1.42426e-05 22.8758 0.137341 0.00048699
-1.20274 7.96013 0.196671 0.000211599 12.9556 0.221791 -2.04443e-05 22.8739 0.137331 0.00048692
-1.19874 7.95704 0.196377 0.000207954 12.9523 0.221645 -2.62611e-05 22.8721 0.137316 0.000487761
-1.19474 7.95399 0.196075 0.00020393 12.9489 0.221494 -3.39081e-05 22.8703 0.137297 0.00048807
-1.19074 7.9509 0.195765 0.000200735 12.9456 0.221336 -3.97429e-05 22.8685 0.137275 0.000489098
-1.18674 7.94784 0.195449 0.000196738 12.9422 0.221169 -4.67079e-05 22.8667 0.137249 0.000489985
-1.18274 7.94477 0.195123 0.000192769 12.9389 0.220995 -5.30043e-05 22.8648 0.137219 0.000490849
-1.17873 7.94172 0.194791 0.000188167 12.9356 0.220813 -6.11263e-05 22.863 0.137185 0.000491595
-1.17473 7.93868 0.19445 0.000184018 12.9323 0.220624 -6.81087e-05 22.8612 0.137148 0.000491477
-1.17073 7.93563 0.194102 0.000179642 12.929 0.220428 -7.67355e-05 22.8594 0.137106 0.000491738
-1.16673 7.9326 0.193747 0.000175791 12.9257 0.220225 -8.43689e-05 22.8577 0.13706 0.000493189
-1.16273 7.92958 0.193384 0.000170359 12.9224 0.220013 -9.20531e-05 22.8559 0.13701 0.000492622
-1.15873 7.92654 0.193013 0.00016583 12.9191 0.219794 -0.000100142 22.8541 0.136956 0.000492016
-1.15473 7.92354 0.192633 0.000161179 12.9158 0.219566 -0.000108793 22.8523 0.136898 0.000490491
-1.15072 7.92052 0.192244 0.000156505 12.9125 0.219329 -0.000116695 22.8505 0.136835 0.000490467
-1.14672 7.91752 0.191848 0.000151307 12.9092 0.219086 -0.000125696 22.8488 0.136768 0.00049017
-1.14272 7.91452 0.191443 0.00014641 12.9059 0.218834 -0.000135244 22.847 0.136697 0.000489353
-1.13872 7.91153 0.19103 0.000141282 12.9027 0.218575 -0.000144449 22.8453 0.136622 0.000489362
-1.13472 7.90855 0.190609 0.000135787 12.8994 0.218305 -0.000154442 22.8435 0.13654 0.000487856
-1.13072 7.90557 0.190178 0.000130116 12.8962 0.218028 -0.000164302 22.8418 0.136456 0.000486227
-1.12671 7.90259 0.18974 0.000124061 12.8929 0.217742 -0.000173291 22.84 0.136367 0.0004854
-1.12271 7.89965 0.189291 0.000118876 12.8897 0.217447 -0.00018269 22.8383 0.136273 0.000484015
-1.11871 7.89669 0.188834 0.000112767 12.8865 0.217143 -0.000192474 22.8366 0.136174 0.000482038
-1.11471 7.89376 0.188369 0.000106625 12.8832 0.216831 -0.000203267 22.8349 0.13607 0.000481271
-1.11071 7.89082 0.187894 0.000100463 12.88 0.216509 -0.000215063 22.8332 0.135961 0.000478861
-1.10671 7.88789 0.18741 9.36794e-05 12.8768 0.216177 -0.0002256 22.8315 0.135848 0.000476604
-1.10271 7.88498 0.186918 8.71757e-05 12.8736 0.215837 -0.000236768 22.8298 0.135731 0.000475105
-1.0987 7.88206 0.186414 8.09876e-05 12.8704 0.215487 -0.000247328 22.8281 0.135609 0.000473361
-1.0947 7.87916 0.185902 7.30588e-05 12.8673 0.215129 -0.000258717 22.8264 0.135482 0.000469707
-1.0907 7.87626 0.185381 6.68369e-05 12.8641 0.21476 -0.000270925 22.8247 0.135348 0.000466668
-1.0867 7.87339 0.184849 5.92689e-05 12.8609 0.214383 -0.000282755 22.8231 0.13521 0.000463907
-1.0827 7.87051 0.184308 5.1729e-05 12.8578 0.213995 -0.000295405 22.8214 0.135066 0.000461234
-1.0787 7.86764 0.183758 4.46149e-05 12.8546 0.213597 -0.000308433 22.8197 0.134918 0.000456846
-1.0747 7.86479 0.183197 3.6784e-05 12.8515 0.213188 -0.000322341 22.8181 0.134763 0.000452968
-1.07069 7.86195 0.182627 2.80806e-05 12.8484 0.212771 -0.000334408 22.8165 0.134604 0.000448292
-1.06669 7.85911 0.182045 1.98072e-05 12.8453 0.212342 -0.000348461 22.8149 0.134439 0.000443913
-1.06269 7.85628 0.181456 1.0963e-05 12.8421 0.211905 -0.000362615 22.8132 0.134268 0.000439056
-1.05869 7.85347 0.180855 2.36854e-06 12.8391 0.211457 -0.000377159 22.8116 0.134092 0.000435222
-1.05469 7.85067 0.180243 -5.59786e-06 12.836 0.210997 -0.000392152 22.81 0.133912 0.000429977
-1.05069 7.84787 0.179622 -1.50424e-05 12.8329 0.210527 -0.000407417 22.8084 0.133723 0.000423761
-1.04668 7.8451 0.178989 -2.44627e-05 12.8298 0.210045 -0.000422934 22.8069 0.133531 0.000418438
-1.04268 7.84232 0.178347 -3.3969e-05 12.8268 0.209553 -0.000438413 22.8053 0.133332 0.000412556
-1.03868 7.83957 0.177692 -4.35493e-05 12.8237 0.209052 -0.000454989 22.8037 0.133126 0.000405966
-1.03468 7.83682 0.177029 -5.33994e-05 12.8207 0.208537 -0.0004718 22.8022 0.132916 0.000399979
-1.03068 7.83408 0.176352 -6.33795e-05 12.8177 0.208012 -0.000488028 22.8006 0.132699 0.000392267
-1.02668 7.83136 0.175665 -7.38938e-05 12.8147 0.207477 -0.000505828 22.7991 0.132475 0.000386136
-1.02268 7.82866 0.174966 -8.45672e-05 12.8117 0.206928 -0.000523373 22.7976 0.132246 0.000378648
-1.01867 7.82595 0.174256 -9.50383e-05 12.8087 0.206368 -0.000540354 22.7961 0.132011 0.000370551
-1.01467 7.82327 0.173534 -0.000106947 12.8058 0.205796 -0.000559648 22.7945 0.131769 0.000363191
-1.01067 7.82059 0.172802 -0.000118382 12.8028 0.205214 -0.000579943 22.7931 0.13152 0.000355026
-1.00667 7.81793 0.172056 -0.000130037 12.7999 0.204618 -0.000600037 22.7916 0.131265 0.000344557
-1.00267 7.81527 0.171301 -0.00014171 12.7969 0.20401 -0.000618727 22.7901 0.131004 0.00033504
-0.998666 7.81264 0.170533 -0.000154418 12.794 0.203389 -0.000639402 22.7887 0.130734 0.000323989
-0.994665 7.81001 0.169753 -0.000167727 12.7911 0.202758 -0.000660451 22.7872 0.130459 0.000314217
