r u10 v10 w10 u15 v15 w15 u24 v24 w24
0.508199 7.62096954314 -0.162690534695 -1.74794124815 12.0573894737 -0.0288202597834 -2.99299863853 22.5434773406 0.0705471107132 -3.02686116091
0.509813 7.61488236656 -0.163082879291 -1.74495540856 12.0385800001 -0.0275108628399 -2.99482435625 22.5285955746 0.0729031171955 -3.03135042726
0.511427 7.60898049017 -0.163492792988 -1.74193366892 12.0207725695 -0.0263791205766 -2.99607130236 22.5146598937 0.0753500855102 -3.03499919619
0.513041 7.60326312647 -0.163917650292 -1.73886267922 12.0038250569 -0.0254028079349 -2.99677896026 22.501636923 0.0778263642862 -3.03782021356
0.514655 7.59770479629 -0.164358767548 -1.73576266865 11.9877119621 -0.0245739615562 -2.99700000919 22.4895434123 0.0802523050227 -3.03983112524
0.516269 7.59229714129 -0.164814616304 -1.7326238122 11.9723331599 -0.0238790139087 -2.99677208671 22.4782704866 0.0825464575601 -3.0410694688
0.517883 7.58700470728 -0.165285808615 -1.72946720153 11.9576299004 -0.0232988203786 -2.99614745954 22.4678396874 0.0846255871489 -3.04159986102
0.519496 7.58180694847 -0.165768602196 -1.72629498249 11.9435346001 -0.0228170459294 -2.99516868609 22.4581462229 0.0864193611493 -3.04148917707
0.52111 7.57669091068 -0.166259848712 -1.72311055506 11.9300108006 -0.0224230213847 -2.9938616664 22.4490154679 0.0878697081902 -3.04084839214
0.522724 7.57161786475 -0.166758265916 -1.71992793592 11.9169360851 -0.0220914908599 -2.99225804217 22.4403975054 0.0889495790518 -3.03978171061
0.524338 7.56656242735 -0.167262312778 -1.71675222506 11.9043201619 -0.021818342276 -2.99039463012 22.4321080019 0.0896536149752 -3.03840620354
0.525952 7.56149525683 -0.167771018254 -1.71359005582 11.8921032393 -0.021589256867 -2.98830500114 22.4240321653 0.0900088939303 -3.03682058782
0.527566 7.55640333652 -0.168283568632 -1.71044376151 11.8802108171 -0.0213847833583 -2.98601069276 22.4160808707 0.0900627018449 -3.03510280524
0.52918 7.55126504561 -0.168800162033 -1.70732902548 11.8686428121 -0.0212014204972 -2.98353873835 22.4081962843 0.0898791242607 -3.03330855593
0.530794 7.54607109659 -0.169323164626 -1.70424861025 11.8573522658 -0.0210209853543 -2.98090657125 22.4003744064 0.0895250621475 -3.03147351078
0.532408 7.54080508527 -0.169855974241 -1.70119650744 11.8462568031 -0.0208450662664 -2.97814285819 22.3925359033 0.0890545422773 -3.02960287814
0.534022 7.53548356169 -0.170398288163 -1.6981830171 11.8354063824 -0.0206515336253 -2.97525661168 22.3847346503 0.088528354356 -3.02769017049
0.535636 7.53009479245 -0.170960737018 -1.69519876421 11.8247382535 -0.020451163706 -2.97227107761 22.3770421891 0.0879882228855 -3.02572060865
0.53725 7.52466671502 -0.171542751844 -1.69224258627 11.8142191249 -0.0202329398341 -2.96920406014 22.3694164362 0.0874678323479 -3.02366985506
0.538864 7.51920842522 -0.172154643525 -1.68931220417 11.8038292881 -0.020000352432 -2.96604885095 22.3619622253 0.0869908756644 -3.0215143055
0.540478 7.51376212296 -0.172798365644 -1.68639791787 11.7936247847 -0.0197441548303 -2.96282882925 22.3546531812 0.0865790227977 -3.01923168075
0.542092 7.50836530403 -0.173479090635 -1.68348632327 11.7835408232 -0.0194724537063 -2.95954687837 22.3475647209 0.0862389534616 -3.01678729326
0.543706 7.50305061833 -0.174198532271 -1.6805635537 11.7735558616 -0.0191940253274 -2.95620778166 22.3407223443 0.0859784450508 -3.01417495968
0.54532 7.49786619078 -0.174953752005 -1.67762125085 11.7637032752 -0.0189056942774 -2.95282192247 22.3341299681 0.0857915932272 -3.01137165078
0.546934 7.4928618588 -0.175737004633 -1.6746525606 11.7539554804 -0.0186270643222 -2.94939206331 22.3278091341 0.0856733399688 -3.00837205824
0.548547 7.48803607234 -0.176530005496 -1.6716460371 11.7442939356 -0.0183545658889 -2.94591582917 22.3217804255 0.0856214143212 -3.00517000285
0.550161 7.48342388973 -0.177318554417 -1.66860060954 11.7347735993 -0.0181072698207 -2.94239432425 22.3160380925 0.0856244596748 -3.00176236795
0.551775 7.47898919437 -0.178076852364 -1.66552894873 11.7253405129 -0.0178838127942 -2.9388342027 22.310579135 0.0856776646439 -2.99814766604
0.553389 7.47467001552 -0.178794065183 -1.6624423963 11.7159897598 -0.0176953923235 -2.93523809786 22.305408303 0.0857676150381 -2.99433747215
0.555003 7.47040798253 -0.179450978095 -1.65935764803 11.7067977985 -0.0175512996786 -2.9316020139 22.3004954298 0.0858844422933 -2.99033757793
0.556617 7.46613014971 -0.180052783178 -1.65630384972 11.6976842954 -0.0174475761079 -2.92793415499 22.2958334319 0.0860268199096 -2.98615855842
0.558231 7.46176989222 -0.180612843695 -1.65328877215 11.6887041258 -0.0173917624545 -2.92423022529 22.2914205179 0.0861884427429 -2.98181873865
0.559845 7.45728800598 -0.181144488704 -1.65032909031 11.6798563311 -0.0173859570642 -2.92047815811 22.2872203959 0.0863561309403 -2.9773212853
0.561459 7.4527039577 -0.181668469398 -1.64742253335 11.6711300782 -0.0174272661912 -2.91668405349 22.2832496493 0.086532300585 -2.97268707341
0.563073 7.44799948901 -0.1822027643 -1.64455765127 11.6625528669 -0.0175145065043 -2.91284639888 22.2794494863 0.086707855583 -2.96793118633
0.564687 7.44323313734 -0.182759579065 -1.64173492328 11.6541207808 -0.0176477100972 -2.90896678598 22.2758248235 0.086884578224 -2.96306450742
0.566301 7.43843957347 -0.183348857997 -1.63893099522 11.6458514863 -0.0178268957256 -2.90503666892 22.2723540777 0.0870600732105 -2.95810734089
0.567915 7.43367316394 -0.183973496441 -1.63613556296 11.6377194419 -0.0180395987946 -2.90104763939 22.2690461238 0.0872349868366 -2.95306390341
0.569529 7.42897884623 -0.184631883553 -1.63333811401 11.6298335227 -0.0182881405599 -2.89699888069 22.2658293367 0.0874072106833 -2.94796292421
0.571143 7.42437737857 -0.185321162726 -1.63052656922 11.6220976036 -0.0185669072667 -2.89289533451 22.2627331748 0.0875758898321 -2.9428019366
0.572757 7.4199006526 -0.186040895698 -1.62769936611 11.6145783928 -0.0188685264072 -2.88872235083 22.2596879296 0.087750272176 -2.93759928646
0.574371 7.41555682247 -0.186782092852 -1.62484941719 11.6072847239 -0.0191911808895 -2.88448917548 22.2567632679 0.0879250874099 -2.93236123631
0.575985 7.41135630063 -0.18754364325 -1.62197308078 11.6001910969 -0.0195307661326 -2.88018098346 22.2539053146 0.0881023701696 -2.92709427783
0.577598 7.40729414125 -0.188319584408 -1.61907803608 11.593343595 -0.0198865229563 -2.87580229143 22.251071903 0.0882847015351 -2.92181201936
0.579212 7.40336541103 -0.189105539236 -1.61616160806 11.5867137182 -0.0202508767617 -2.8713562369 22.2483384914 0.088476205276 -2.91651681925
0.580826 7.39955625994 -0.189898697788 -1.61322799672 11.5803055082 -0.0206245425495 -2.86684270737 22.2456020382 0.0886793529732 -2.91121583168
0.58244 7.39583821298 -0.190695125021 -1.61028211041 11.5741306318 -0.0210028040526 -2.86225261531 22.2429431684 0.0888904287868 -2.90591339415
0.584054 7.39219479521 -0.191494247662 -1.60732843661 11.5681734221 -0.0213833083438 -2.85760104827 22.2403019236 0.0891168368128 -2.90060986084
0.585668 7.38859323994 -0.1922910917 -1.60438049199 11.5624369209 -0.0217620406602 -2.85288454788 22.2376851788 0.0893587524766 -2.89531634009
0.587282 7.38500005554 -0.193087116024 -1.60144255154 11.5569140866 -0.0221422503298 -2.8481092475 22.235102684 0.0896162454003 -2.89002281523
0.588896 7.38139371704 -0.193875141293 -1.59852009442 11.5515785856 -0.0225166306325 -2.84328196379 22.2325359392 0.0898932512544 -2.88474096126
0.59051 7.37773397859 -0.19465756284 -1.59562339981 11.5464146265 -0.0228854216427 -2.83840645094 22.2299780277 0.0901918554608 -2.8794745032
0.592124 7.37400694444 -0.195430753295 -1.59275803018 11.5414507509 -0.0232447093899 -2.83348092975 22.2274652412 0.0905026213799 -2.87422059105
0.593738 7.3701732354 -0.196198859327 -1.58993397721 11.5366251252 -0.0235980932564 -2.82852198359 22.224936663 0.0908319537759 -2.86898002479
0.595352 7.36620724731 -0.196954907466 -1.58715660756 11.5319494164 -0.0239373634674 -2.82353312497 22.2224200014 0.091181636146 -2.86375611695
0.596966 7.36208599271 -0.197699294333 -1.58442689206 11.5273649576 -0.0242658539131 -2.81852308304 22.2199326315 0.0915482683231 -2.85855103419
0.59858 7.35779375908 -0.198432589841 -1.58175235987 11.5229392905 -0.0245821315781 -2.81349836199 22.2174532199 0.0919354977703 -2.85337086818
