r u10 v10 w10 u15 v15 w15 u24 v24 w24
0.555003 7.5454940144 -0.512883377994 -0.014186885908 12.3912419249 -0.654975439128 -0.025772754644 22.5479467707 -0.551770984336 -0.0276249262689
0.556617 7.54179806113 -0.511512103728 -0.0141751725786 12.386228879 -0.652731377831 -0.0257508244855 22.5439711844 -0.550099666722 -0.0275896629524
0.558231 7.53812092453 -0.510135386959 -0.0141619014904 12.3811982915 -0.650475620691 -0.0257299943236 22.5399995148 -0.5484180866 -0.0275546133786
0.559845 7.53446015879 -0.508749558097 -0.0141485678174 12.3762264957 -0.64820438187 -0.025707503735 22.5360405952 -0.546724484804 -0.0275196975479
0.561459 7.53080420137 -0.507357412148 -0.014135950225 12.3712586165 -0.645918769287 -0.0256872314774 22.5320895506 -0.545021060498 -0.0274846896261
0.563073 7.52716126896 -0.50595687744 -0.0141219389606 12.3663574458 -0.643618394192 -0.0256623529573 22.528160006 -0.543306969519 -0.0274500629492
0.564687 7.52353189074 -0.50455060356 -0.0141071188604 12.361402275 -0.641303769499 -0.0256384931851 22.5242550448 -0.541579720196 -0.0274154241808
0.566301 7.51991181668 -0.503135527171 -0.0140956350922 12.3565256042 -0.638978062718 -0.0256152492393 22.5203588336 -0.539843093365 -0.0273828674907
0.567915 7.51630811765 -0.501713106192 -0.0140793166087 12.3516371418 -0.63663744384 -0.0255902807022 22.516453914 -0.538097774029 -0.0273485962101
0.569529 7.51271461445 -0.50028604146 -0.0140642447886 12.3467653044 -0.634284720785 -0.0255639388209 22.5126028695 -0.5363405926 -0.0273150657563
0.571143 7.50913709043 -0.498852899221 -0.0140490876727 12.3419220087 -0.631917533969 -0.0255364948545 22.5087479083 -0.534575351581 -0.0272811027963
0.572757 7.50556319558 -0.497413266144 -0.0140345147228 12.3370992546 -0.629539496724 -0.0255094046286 22.5049096138 -0.532798637638 -0.0272484010794
0.574371 7.50200438824 -0.49596737431 -0.0140188962681 12.3323401673 -0.627149239469 -0.0254833885655 22.5010634026 -0.531012390771 -0.0272142468551
0.575985 7.4984547059 -0.494513392468 -0.0140034120597 12.3275556633 -0.624745317621 -0.0254563762457 22.4972211914 -0.529216570564 -0.0271802680407
0.577598 7.49491884442 -0.493053957288 -0.013988181224 12.3228211177 -0.622330752429 -0.0254270864161 22.4934201887 -0.527410217847 -0.0271470433891
0.579212 7.4913970121 -0.491590085854 -0.0139711701333 12.3180611136 -0.619904897641 -0.0253997807509 22.4896485609 -0.525594675125 -0.0271128649788
0.580826 7.4878798798 -0.490119296912 -0.0139558092486 12.3133766097 -0.617466134927 -0.025368903825 22.4858523914 -0.523769618647 -0.0270798157283
