x u10 v10 w10 u15 v15 w15 u24 v24 w24
-2.58727 9.06908 0.373258 -4.46147e-05 14.1068 0.365648 8.52703e-07 23.5317 0.20799 -0.000387746
-2.58327 9.0673 0.374123 -4.52395e-05 14.1051 0.366542 -1.3604e-06 23.5308 0.208522 -0.000389449
-2.57927 9.06552 0.37499 -4.59264e-05 14.1034 0.367437 -3.43453e-06 23.5298 0.209057 -0.000391076
-2.57527 9.06372 0.375863 -4.69117e-05 14.1017 0.368331 -5.8127e-06 23.5289 0.209593 -0.000392723
-2.57127 9.06193 0.376732 -4.76329e-05 14.1 0.369231 -8.20968e-06 23.528 0.210131 -0.000394544
-2.56726 9.06013 0.377606 -4.843e-05 14.0982 0.370132 -9.99252e-06 23.5271 0.210671 -0.000396122
-2.56326 9.05834 0.378481 -4.94448e-05 14.0965 0.371035 -1.25237e-05 23.5261 0.211212 -0.00039783
-2.55926 9.05653 0.379361 -5.017e-05 14.0948 0.371942 -1.46091e-05 23.5252 0.211754 -0.000399488
-2.55526 9.05468 0.380241 -5.10344e-05 14.0931 0.372852 -1.68238e-05 23.5243 0.212299 -0.00040121
-2.55126 9.05286 0.381127 -5.20503e-05 14.0914 0.373764 -1.90969e-05 23.5233 0.212846 -0.000403087
-2.54726 9.05104 0.382011 -5.29087e-05 14.0896 0.374681 -2.15405e-05 23.5224 0.213394 -0.000404736
-2.54325 9.04922 0.382897 -5.37823e-05 14.0879 0.375598 -2.37029e-05 23.5214 0.213942 -0.000406383
-2.53925 9.0474 0.383784 -5.46137e-05 14.0862 0.376515 -2.63348e-05 23.5205 0.214494 -0.00040806
-2.53525 9.04556 0.384678 -5.57385e-05 14.0844 0.377434 -2.86805e-05 23.5196 0.215046 -0.000409818
-2.53125 9.04372 0.385575 -5.64431e-05 14.0827 0.378363 -3.11136e-05 23.5186 0.215601 -0.000411509
-2.52725 9.04188 0.386471 -5.74585e-05 14.0809 0.379289 -3.33974e-05 23.5176 0.216156 -0.000413291
-2.52325 9.04003 0.387369 -5.86001e-05 14.0792 0.380221 -3.59967e-05 23.5167 0.216715 -0.00041522
-2.51925 9.03819 0.38827 -5.96182e-05 14.0774 0.38115 -3.84608e-05 23.5157 0.217274 -0.000416977
-2.51524 9.03633 0.389173 -6.05722e-05 14.0757 0.382089 -4.09546e-05 23.5148 0.217835 -0.000418683
-2.51124 9.03447 0.390076 -6.1552e-05 14.0739 0.383026 -4.34144e-05 23.5138 0.218399 -0.000420481
-2.50724 9.03261 0.390986 -6.25972e-05 14.0721 0.383966 -4.54835e-05 23.5129 0.218963 -0.000422153
-2.50324 9.03075 0.391895 -6.33813e-05 14.0703 0.384908 -4.8294e-05 23.5119 0.219529 -0.00042395
-2.49924 9.02887 0.39281 -6.46548e-05 14.0685 0.385853 -5.08607e-05 23.5109 0.220098 -0.000425719
-2.49524 9.027 0.393725 -6.59272e-05 14.0668 0.386802 -5.36063e-05 23.51 0.220667 -0.000427592
-2.49123 9.02511 0.394642 -6.68307e-05 14.065 0.387753 -5.59665e-05 23.509 0.221238 -0.000429478
-2.48723 9.02323 0.395561 -6.78468e-05 14.0632 0.388708 -5.87719e-05 23.508 0.221811 -0.000431139
-2.48323 9.02134 0.396484 -6.91763e-05 14.0614 0.389664 -6.15643e-05 23.507 0.222385 -0.000433085
-2.47923 9.01944 0.397408 -7.05713e-05 14.0596 0.390624 -6.40878e-05 23.5061 0.222963 -0.000435082
-2.47523 9.01755 0.398335 -7.16058e-05 14.0578 0.391586 -6.68176e-05 23.5051 0.223542 -0.00043686
-2.47123 9.01565 0.39926 -7.25969e-05 14.056 0.392552 -6.94059e-05 23.5041 0.224123 -0.000438762
-2.46723 9.01374 0.400196 -7.40057e-05 14.0541 0.393517 -7.22116e-05 23.5031 0.224705 -0.000440585
-2.46322 9.01183 0.401128 -7.51452e-05 14.0523 0.394488 -7.49489e-05 23.5021 0.225289 -0.000442545
-2.45922 9.00991 0.402063 -7.6456e-05 14.0505 0.395462 -7.78721e-05 23.5011 0.225873 -0.000444328
-2.45522 9.00798 0.403 -7.75427e-05 14.0487 0.396437 -8.06085e-05 23.5002 0.226461 -0.000446288
-2.45122 9.00606 0.403942 -7.88161e-05 14.0469 0.397414 -8.3623e-05 23.4992 0.227051 -0.000448208
-2.44722 9.00412 0.404885 -8.01583e-05 14.045 0.398395 -8.64968e-05 23.4982 0.227642 -0.000450407
-2.44322 9.00219 0.405829 -8.15848e-05 14.0432 0.39938 -8.92924e-05 23.4972 0.228235 -0.000452416
-2.43921 9.00025 0.40678 -8.28751e-05 14.0413 0.400368 -9.231e-05 23.4962 0.22883 -0.000454252
-2.43521 8.99831 0.407727 -8.41311e-05 14.0395 0.401356 -9.52228e-05 23.4952 0.229426 -0.000456297
-2.43121 8.99636 0.408681 -8.56484e-05 14.0376 0.402352 -9.8266e-05 23.4942 0.230024 -0.000458259
-2.42721 8.99439 0.40964 -8.69555e-05 14.0358 0.403344 -0.000101274 23.4932 0.230624 -0.000460298
-2.42321 8.99244 0.410596 -8.81645e-05 14.0339 0.40434 -0.000104158 23.4921 0.231226 -0.000462343
-2.41921 8.99047 0.411554 -8.9933e-05 14.032 0.405342 -0.000107499 23.4911 0.231829 -0.000464584
-2.41521 8.98851 0.412518 -9.11116e-05 14.0302 0.406346 -0.000110257 23.4901 0.232435 -0.000466317
-2.4112 8.98653 0.413479 -9.27049e-05 14.0283 0.407352 -0.000113595 23.4891 0.233043 -0.00046863
-2.4072 8.98455 0.414444 -9.43781e-05 14.0264 0.408363 -0.000116958 23.4881 0.233652 -0.000470501
-2.4032 8.98256 0.415416 -9.56333e-05 14.0245 0.409377 -0.000119749 23.4871 0.234263 -0.000472676
-2.3992 8.98058 0.416386 -9.72302e-05 14.0226 0.410392 -0.000123254 23.486 0.234876 -0.000474937
-2.3952 8.97858 0.417359 -9.87532e-05 14.0208 0.411409 -0.000126783 23.485 0.235491 -0.000477221
-2.3912 8.97658 0.41834 -0.000100445 14.0189 0.41243 -0.00012992 23.484 0.236109 -0.000479226
-2.3872 8.97458 0.419318 -0.000101885 14.0169 0.413456 -0.000133046 23.483 0.236727 -0.000481471
-2.38319 8.97258 0.4203 -0.000103736 14.015 0.414483 -0.000136448 23.4819 0.237349 -0.000483663
-2.37919 8.97056 0.421283 -0.000105476 14.0131 0.415509 -0.000139927 23.4809 0.23797 -0.000485798
-2.37519 8.96854 0.422269 -0.000107151 14.0112 0.416544 -0.000143371 23.4799 0.238594 -0.000487937
-2.37119 8.96652 0.423259 -0.00010893 14.0093 0.417579 -0.000146844 23.4788 0.239221 -0.000490321
-2.36719 8.96449 0.42425 -0.000110058 14.0074 0.418617 -0.000150421 23.4778 0.239851 -0.000492383
-2.36319 8.96245 0.425242 -0.000111706 14.0054 0.419661 -0.000153956 23.4767 0.240481 -0.000494627
-2.35918 8.96042 0.426241 -0.000113701 14.0035 0.4207 -0.000157699 23.4757 0.241112 -0.000497141
-2.35518 8.95838 0.427237 -0.00011528 14.0016 0.42175 -0.000161261 23.4746 0.241747 -0.000499522
-2.35118 8.95633 0.42824 -0.00011705 13.9996 0.422801 -0.000164792 23.4736 0.242384 -0.000501777
-2.34718 8.95427 0.429245 -0.000119063 13.9977 0.423855 -0.000168212 23.4725 0.243021 -0.000504071
-2.34318 8.95222 0.430252 -0.000120699 13.9957 0.424913 -0.000172516 23.4715 0.243661 -0.000506601
-2.33918 8.95015 0.431261 -0.000122487 13.9937 0.425971 -0.000175886 23.4704 0.244302 -0.000508624
-2.33518 8.94809 0.432276 -0.000124396 13.9918 0.427034 -0.000179739 23.4693 0.244947 -0.000511407
-2.33117 8.94601 0.433284 -0.000126529 13.9898 0.428101 -0.000183573 23.4683 0.245593 -0.000513835
-2.32717 8.94393 0.434305 -0.000128499 13.9878 0.429168 -0.000187653 23.4672 0.24624 -0.000516234
-2.32317 8.94185 0.43532 -0.000130429 13.9859 0.430241 -0.000191292 23.4661 0.24689 -0.000518861
-2.31917 8.93976 0.436347 -0.000132561 13.9839 0.431314 -0.000195493 23.4651 0.247542 -0.000521496
-2.31517 8.93767 0.437367 -0.000134524 13.9819 0.432393 -0.000199499 23.464 0.248196 -0.000524
-2.31117 8.93557 0.438397 -0.000136665 13.9799 0.433473 -0.000203622 23.4629 0.248852 -0.000526395
-2.30716 8.93346 0.439425 -0.000138824 13.9779 0.434557 -0.000207479 23.4618 0.249511 -0.000529096
-2.30316 8.93135 0.440454 -0.000140801 13.9759 0.435642 -0.000211429 23.4608 0.25017 -0.000531577
-2.29916 8.92924 0.441491 -0.000142986 13.9739 0.436732 -0.000215626 23.4597 0.250831 -0.000534423
-2.29516 8.92712 0.442529 -0.000145286 13.9719 0.437827 -0.000219832 23.4586 0.251497 -0.000537174
-2.29116 8.925 0.443567 -0.000147163 13.9699 0.438923 -0.000223969 23.4575 0.252163 -0.000539603
-2.28716 8.92286 0.444609 -0.000149203 13.9678 0.440021 -0.000228546 23.4564 0.252831 -0.000542064
-2.28316 8.92073 0.445655 -0.000151516 13.9658 0.441123 -0.000232741 23.4553 0.253502 -0.000544877
-2.27915 8.91859 0.446702 -0.000154409 13.9638 0.442228 -0.000237024 23.4542 0.254175 -0.000547805
-2.27515 8.91643 0.447751 -0.000156534 13.9617 0.443338 -0.000241559 23.4531 0.254849 -0.000550851
-2.27115 8.91428 0.448805 -0.00015872 13.9597 0.444451 -0.000246193 23.452 0.255525 -0.000553446
-2.26715 8.91213 0.449858 -0.00016097 13.9577 0.445561 -0.000250689 23.4509 0.256205 -0.000556288
-2.26315 8.90997 0.450912 -0.000163428 13.9556 0.446681 -0.000255171 23.4498 0.256885 -0.000559105
-2.25915 8.90779 0.451975 -0.000165557 13.9536 0.447803 -0.000259695 23.4487 0.257567 -0.000561543
-2.25514 8.90563 0.453039 -0.00016827 13.9515 0.448926 -0.000264171 23.4476 0.258252 -0.000564535
-2.25114 8.90345 0.454104 -0.000170957 13.9494 0.450053 -0.00026897 23.4465 0.258939 -0.000567494
-2.24714 8.90126 0.45517 -0.000173325 13.9474 0.451186 -0.000273726 23.4454 0.259628 -0.000570636
-2.24314 8.89907 0.456241 -0.000176042 13.9453 0.452322 -0.000278439 23.4443 0.26032 -0.000573751
-2.23914 8.89687 0.457315 -0.000178716 13.9432 0.453458 -0.000283385 23.4431 0.261013 -0.000576582
-2.23514 8.89467 0.458389 -0.000181472 13.9411 0.454601 -0.000288218 23.442 0.261709 -0.000579816
-2.23114 8.89246 0.459471 -0.000184367 13.939 0.455743 -0.000293277 23.4409 0.262405 -0.000582735
-2.22713 8.89025 0.460549 -0.000186867 13.9369 0.456888 -0.000298559 23.4398 0.263105 -0.000585656
-2.22313 8.88803 0.461633 -0.000189949 13.9348 0.458038 -0.00030351 23.4386 0.263808 -0.00058866
-2.21913 8.88581 0.462721 -0.00019273 13.9327 0.459192 -0.000308642 23.4375 0.264512 -0.000591717
-2.21513 8.88358 0.46381 -0.000195529 13.9306 0.46035 -0.000313745 23.4364 0.265218 -0.000595242
-2.21113 8.88135 0.464899 -0.000198398 13.9285 0.46151 -0.000318976 23.4352 0.265927 -0.00059792
-2.20713 8.87911 0.465992 -0.000201174 13.9264 0.462673 -0.00032396 23.4341 0.266639 -0.000601541
-2.20312 8.87687 0.467092 -0.000204315 13.9242 0.46384 -0.000329282 23.4329 0.26735 -0.000604894
-2.19912 8.87461 0.468192 -0.00020728 13.9221 0.46501 -0.000334624 23.4318 0.268066 -0.000608156
-2.19512 8.87236 0.469295 -0.000210289 13.92 0.466181 -0.000340135 23.4306 0.268784 -0.00061135
-2.19112 8.8701 0.470399 -0.000213477 13.9178 0.467359 -0.000345577 23.4295 0.269503 -0.000614611
-2.18712 8.86782 0.471506 -0.000216774 13.9157 0.468539 -0.000350967 23.4283 0.270225 -0.00061822
-2.18312 8.86555 0.472619 -0.000219851 13.9135 0.469724 -0.000356773 23.4272 0.27095 -0.000621606
-2.17912 8.86327 0.473729 -0.000222906 13.9113 0.470908 -0.000362413 23.426 0.271676 -0.000625109
-2.17511 8.86097 0.474846 -0.000226085 13.9092 0.472098 -0.000368276 23.4248 0.272404 -0.000628571
-2.17111 8.85869 0.475964 -0.000229501 13.907 0.473292 -0.000373813 23.4237 0.273134 -0.000631806
-2.16711 8.85638 0.477084 -0.000232931 13.9048 0.474488 -0.000379765 23.4225 0.273868 -0.000635738
-2.16311 8.85408 0.478212 -0.000236465 13.9027 0.47569 -0.000385891 23.4213 0.274604 -0.000639455
-2.15911 8.85178 0.479337 -0.000239921 13.9005 0.476895 -0.000391818 23.4202 0.27534 -0.00064288
-2.15511 8.84947 0.480462 -0.000243571 13.8983 0.4781 -0.000398272 23.419 0.27608 -0.000646691
-2.15111 8.84714 0.481597 -0.000246939 13.8961 0.47931 -0.000404354 23.4178 0.276824 -0.000650403
-2.1471 8.84482 0.482734 -0.000250553 13.8939 0.480524 -0.00041051 23.4166 0.277569 -0.000654284
-2.1431 8.84249 0.483871 -0.000254331 13.8917 0.481742 -0.000416482 23.4155 0.278317 -0.000657773
-2.1391 8.84015 0.48501 -0.00025812 13.8894 0.482962 -0.000423053 23.4143 0.279065 -0.000661591
-2.1351 8.83779 0.486153 -0.000261634 13.8872 0.484185 -0.000429445 23.4131 0.279816 -0.000665614
-2.1311 8.83545 0.487299 -0.000265318 13.885 0.485413 -0.00043604 23.4119 0.280571 -0.000669657
-2.1271 8.83309 0.488446 -0.00026917 13.8828 0.486645 -0.000442632 23.4107 0.281326 -0.000673737
-2.12309 8.83073 0.489595 -0.000273104 13.8805 0.487879 -0.000449321 23.4095 0.282084 -0.000677489
-2.11909 8.82836 0.490751 -0.000277215 13.8783 0.489119 -0.000456098 23.4083 0.282844 -0.00068191
-2.11509 8.82599 0.491908 -0.000281429 13.876 0.490359 -0.000463176 23.4071 0.283608 -0.000685915
-2.11109 8.82361 0.493068 -0.00028541 13.8738 0.491606 -0.000469844 23.4059 0.284373 -0.000690011
-2.10709 8.82121 0.49423 -0.000289274 13.8715 0.492857 -0.000476896 23.4047 0.285141 -0.000694212
-2.10309 8.81883 0.495395 -0.000293629 13.8693 0.494106 -0.000483865 23.4035 0.285911 -0.000698644
-2.09909 8.81642 0.496563 -0.000297555 13.867 0.495361 -0.000491267 23.4022 0.286685 -0.000702571
-2.09508 8.81402 0.497735 -0.000302047 13.8647 0.496622 -0.00049866 23.401 0.28746 -0.000707144
-2.09108 8.81161 0.498908 -0.000306319 13.8624 0.49788 -0.00050552 23.3998 0.288237 -0.000711088
-2.08708 8.80919 0.500082 -0.000310846 13.8602 0.499148 -0.000512963 23.3986 0.289017 -0.00071572
-2.08308 8.80677 0.501261 -0.000315554 13.8579 0.500417 -0.000520587 23.3974 0.289801 -0.000720356
-2.07908 8.80433 0.502443 -0.000319948 13.8556 0.50169 -0.000528216 23.3961 0.290584 -0.000724933
-2.07508 8.80189 0.503627 -0.000324434 13.8533 0.502971 -0.000535892 23.3949 0.291372 -0.000729728
-2.07107 8.79945 0.504812 -0.000329036 13.851 0.50425 -0.000543418 23.3937 0.292162 -0.0007345
-2.06707 8.797 0.506004 -0.000333928 13.8486 0.505536 -0.000551286 23.3924 0.292952 -0.000738862
-2.06307 8.79455 0.507195 -0.00033865 13.8463 0.506821 -0.000559376 23.3912 0.293748 -0.000743768
-2.05907 8.79209 0.508391 -0.000343416 13.844 0.508114 -0.000567117 23.39 0.294545 -0.000748589
-2.05507 8.78962 0.50959 -0.000348381 13.8417 0.509408 -0.000575245 23.3887 0.295345 -0.000753316
-2.05107 8.78715 0.510795 -0.00035351 13.8393 0.510708 -0.000583534 23.3875 0.296145 -0.00075828
-2.04707 8.78467 0.511997 -0.000358547 13.837 0.51201 -0.000591964 23.3862 0.296951 -0.000763228
-2.04306 8.78218 0.513203 -0.000363782 13.8346 0.513316 -0.000600653 23.385 0.297758 -0.000768135
-2.03906 8.77968 0.514413 -0.000368754 13.8323 0.514625 -0.000609145 23.3837 0.298567 -0.000773379
-2.03506 8.77718 0.515625 -0.000374373 13.8299 0.515936 -0.000617432 23.3825 0.299379 -0.000778745
-2.03106 8.77467 0.516839 -0.000379584 13.8275 0.517256 -0.000626403 23.3812 0.300194 -0.000783878
-2.02706 8.77217 0.518058 -0.000385125 13.8252 0.51858 -0.000635347 23.3799 0.301011 -0.0007894
-2.02306 8.76965 0.519277 -0.000390588 13.8228 0.519904 -0.000644153 23.3787 0.301831 -0.000795005
-2.01905 8.76712 0.520501 -0.000396083 13.8204 0.521233 -0.000653144 23.3774 0.302653 -0.00080037
-2.01505 8.76458 0.521726 -0.000401734 13.818 0.522564 -0.000662823 23.3761 0.303476 -0.000805778
-2.01105 8.76204 0.522955 -0.000407733 13.8156 0.5239 -0.000671734 23.3749 0.304304 -0.000811249
-2.00705 8.75949 0.524189 -0.000413531 13.8132 0.52524 -0.000680704 23.3736 0.305135 -0.000816977
-2.00305 8.75694 0.525424 -0.000419473 13.8108 0.526585 -0.000690577 23.3723 0.305968 -0.000822787
-1.99905 8.75438 0.526663 -0.000425436 13.8084 0.527929 -0.000700423 23.371 0.306803 -0.000828912
-1.99505 8.75182 0.527901 -0.000431607 13.806 0.529281 -0.000710108 23.3697 0.307639 -0.000834703
-1.99104 8.74925 0.529147 -0.000437655 13.8035 0.530634 -0.000720223 23.3684 0.30848 -0.000840413
-1.98704 8.74666 0.530389 -0.000444143 13.8011 0.531995 -0.000730092 23.3671 0.309322 -0.000846552
-1.98304 8.74408 0.531639 -0.000450415 13.7986 0.533357 -0.00074038 23.3658 0.310168 -0.000852648
-1.97904 8.74148 0.532892 -0.00045661 13.7962 0.534722 -0.000750738 23.3646 0.311016 -0.000858732
-1.97504 8.73888 0.53415 -0.000462863 13.7937 0.536092 -0.00076067 23.3632 0.311866 -0.000865266
-1.97104 8.73628 0.535408 -0.000469796 13.7913 0.537468 -0.000771672 23.3619 0.312717 -0.000871454
-1.96704 8.73366 0.536667 -0.000475932 13.7888 0.538844 -0.000782098 23.3606 0.313575 -0.000877785
-1.96303 8.73103 0.537931 -0.000482912 13.7863 0.540226 -0.00079307 23.3593 0.314434 -0.000884572
-1.95903 8.72841 0.539198 -0.000489575 13.7839 0.541608 -0.000803549 23.358 0.315294 -0.000891261
-1.95503 8.72578 0.540467 -0.000496785 13.7814 0.542998 -0.000814876 23.3567 0.316159 -0.000898093
-1.95103 8.72313 0.541736 -0.00050413 13.7789 0.544392 -0.000825962 23.3554 0.317026 -0.000904579
-1.94703 8.72048 0.543011 -0.000511359 13.7764 0.54579 -0.000837135 23.3541 0.317895 -0.00091165
-1.94303 8.71783 0.544291 -0.000518345 13.7739 0.547186 -0.000848826 23.3527 0.318766 -0.000918664
-1.93902 8.71516 0.545573 -0.000525769 13.7714 0.548594 -0.000860438 23.3514 0.31964 -0.00092601
-1.93502 8.7125 0.546858 -0.000533374 13.7689 0.550004 -0.000872464 23.3501 0.320517 -0.00093302
-1.93102 8.70981 0.548142 -0.000540934 13.7663 0.551415 -0.000884265 23.3488 0.321397 -0.000940136
-1.92702 8.70713 0.54943 -0.00054839 13.7638 0.552834 -0.000896087 23.3474 0.32228 -0.000947301
-1.92302 8.70444 0.550728 -0.000556391 13.7613 0.554249 -0.000908242 23.3461 0.323165 -0.000955011
-1.91902 8.70175 0.552021 -0.000564414 13.7587 0.555675 -0.000920599 23.3447 0.324054 -0.000962499
-1.91502 8.69904 0.55332 -0.00057261 13.7562 0.557104 -0.000933246 23.3434 0.324945 -0.000970251
-1.91101 8.69633 0.554624 -0.000580451 13.7536 0.558536 -0.000945894 23.342 0.32584 -0.000978129
-1.90701 8.69361 0.555924 -0.000588689 13.7511 0.55997 -0.000958928 23.3407 0.326735 -0.000986113
-1.90301 8.69088 0.557236 -0.000596778 13.7485 0.561412 -0.000971579 23.3393 0.327635 -0.000994179
-1.89901 8.68814 0.55854 -0.000605413 13.7459 0.562856 -0.000984536 23.338 0.328536 -0.00100224
-1.89501 8.68542 0.559855 -0.000614203 13.7433 0.564304 -0.000998076 23.3366 0.329441 -0.00101034
-1.89101 8.68266 0.561166 -0.000622883 13.7407 0.565757 -0.00101174 23.3353 0.330349 -0.00101885
-1.887 8.67989 0.562488 -0.000631484 13.7382 0.567212 -0.00102533 23.3339 0.33126 -0.00102696
-1.883 8.67714 0.563807 -0.000640575 13.7356 0.568673 -0.00103912 23.3325 0.332171 -0.00103579
-1.879 8.67436 0.565131 -0.000649655 13.7329 0.570139 -0.00105325 23.3312 0.333089 -0.00104419
-1.875 8.67158 0.566459 -0.000659017 13.7303 0.571604 -0.00106745 23.3298 0.334007 -0.00105323
-1.871 8.6688 0.567791 -0.000668552 13.7277 0.573078 -0.00108197 23.3284 0.334928 -0.00106197
-1.867 8.66601 0.569123 -0.000677654 13.7251 0.574551 -0.0010968 23.327 0.335853 -0.00107106
-1.863 8.66321 0.570457 -0.000687446 13.7224 0.576035 -0.00111121 23.3257 0.336781 -0.00108021
-1.85899 8.66039 0.571798 -0.000696954 13.7198 0.57752 -0.00112599 23.3243 0.337711 -0.00108936
-1.85499 8.65758 0.573139 -0.000706651 13.7172 0.579007 -0.00114106 23.3229 0.338643 -0.00109871
-1.85099 8.65476 0.574483 -0.000716943 13.7145 0.5805 -0.00115655 23.3215 0.339581 -0.00110812
-1.84699 8.65193 0.575832 -0.00072722 13.7118 0.581999 -0.0011725 23.3201 0.340519 -0.00111792
-1.84299 8.6491 0.577179 -0.000737436 13.7092 0.5835 -0.00118793 23.3187 0.341461 -0.00112775
-1.83899 8.64625 0.578533 -0.000748199 13.7065 0.585007 -0.00120402 23.3173 0.342405 -0.00113766
-1.83498 8.64339 0.579885 -0.000758553 13.7038 0.586512 -0.0012201 23.3159 0.343352 -0.00114765
-1.83098 8.64053 0.581244 -0.000769248 13.7011 0.588027 -0.00123619 23.3145 0.344303 -0.0011578
-1.82698 8.63765 0.582607 -0.000780102 13.6984 0.589543 -0.00125332 23.3131 0.345256 -0.00116832
-1.82298 8.63478 0.58397 -0.000790965 13.6957 0.591065 -0.00127009 23.3117 0.346212 -0.00117886
-1.81898 8.63191 0.585343 -0.0008025 13.693 0.592593 -0.00128711 23.3102 0.347172 -0.00118974
-1.81498 8.62901 0.586713 -0.00081387 13.6902 0.594124 -0.00130449 23.3088 0.348134 -0.00120035
-1.81098 8.62611 0.588085 -0.000825289 13.6875 0.595657 -0.00132215 23.3074 0.3491 -0.00121114
-1.80697 8.62321 0.589461 -0.000836894 13.6848 0.597197 -0.00133994 23.306 0.350067 -0.00122175
-1.80297 8.62027 0.59084 -0.000849246 13.6821 0.598741 -0.00135784 23.3046 0.351038 -0.00123305
-1.79897 8.61735 0.592223 -0.000860983 13.6793 0.600286 -0.00137638 23.3031 0.352013 -0.00124403
-1.79497 8.61442 0.593605 -0.000873483 13.6766 0.601837 -0.00139496 23.3017 0.352989 -0.0012557
-1.79097 8.61148 0.594992 -0.000885988 13.6738 0.60339 -0.00141331 23.3003 0.353971 -0.00126731
-1.78697 8.60853 0.596383 -0.000898439 13.671 0.604951 -0.00143279 23.2988 0.354953 -0.001279
-1.78296 8.60558 0.597778 -0.000911455 13.6683 0.606514 -0.00145208 23.2974 0.35594 -0.00129126
-1.77896 8.6026 0.599174 -0.000924113 13.6655 0.60808 -0.00147144 23.2959 0.35693 -0.00130309
-1.77496 8.59964 0.600572 -0.000937143 13.6627 0.609652 -0.00149152 23.2945 0.357923 -0.00131523
-1.77096 8.59666 0.601975 -0.000950554 13.6599 0.611227 -0.0015114 23.293 0.358917 -0.00132774
-1.76696 8.59367 0.603379 -0.000964059 13.6571 0.612809 -0.00153192 23.2916 0.359913 -0.00134015
-1.76296 8.59067 0.604788 -0.000977473 13.6543 0.614395 -0.00155264 23.2901 0.360916 -0.00135312
-1.75896 8.58766 0.606199 -0.000991443 13.6515 0.615987 -0.00157359 23.2887 0.361919 -0.0013663
-1.75495 8.58465 0.607609 -0.00100531 13.6486 0.61758 -0.00159439 23.2872 0.362927 -0.00137927
-1.75095 8.58163 0.609023 -0.00102037 13.6458 0.619178 -0.00161594 23.2857 0.363937 -0.00139295
-1.74695 8.5786 0.610442 -0.0010346 13.643 0.620782 -0.00163793 23.2843 0.36495 -0.00140647
-1.74295 8.57557 0.611867 -0.00104947 13.6401 0.622388 -0.00166027 23.2828 0.365966 -0.00142021
-1.73895 8.57251 0.61329 -0.00106405 13.6373 0.623998 -0.00168241 23.2813 0.366986 -0.00143425
-1.73495 8.56947 0.614717 -0.00107894 13.6344 0.625615 -0.00170526 23.2798 0.368009 -0.00144793
-1.73095 8.56639 0.616147 -0.00109449 13.6316 0.627234 -0.00172844 23.2783 0.369035 -0.00146294
-1.72694 8.56333 0.617582 -0.00111023 13.6287 0.628858 -0.00175194 23.2769 0.370065 -0.00147765
-1.72294 8.56026 0.61902 -0.00112622 13.6258 0.630485 -0.00177542 23.2754 0.371097 -0.0014924
-1.71894 8.55717 0.620458 -0.00114192 13.6229 0.632117 -0.00179993 23.2739 0.372133 -0.0015076
-1.71494 8.55407 0.621897 -0.00115846 13.62 0.633752 -0.00182415 23.2724 0.373171 -0.00152293
-1.71094 8.55096 0.623342 -0.0011748 13.6171 0.635394 -0.00184874 23.2709 0.374213 -0.00153852
-1.70694 8.54785 0.624788 -0.00119176 13.6142 0.637038 -0.0018742 23.2694 0.375259 -0.00155438
-1.70293 8.54473 0.62624 -0.0012084 13.6113 0.638691 -0.0018993 23.2679 0.376306 -0.00157093
-1.69893 8.5416 0.627694 -0.00122568 13.6083 0.640343 -0.00192537 23.2664 0.377358 -0.00158752
-1.69493 8.53847 0.629149 -0.00124287 13.6054 0.642006 -0.00195117 23.2649 0.378413 -0.00160368
-1.69093 8.53533 0.630606 -0.00126075 13.6025 0.643669 -0.00197753 23.2634 0.37947 -0.00162106
-1.68693 8.53217 0.632069 -0.00127892 13.5995 0.645332 -0.0020047 23.2619 0.380531 -0.00163825
-1.68293 8.52901 0.633532 -0.00129727 13.5966 0.647008 -0.00203182 23.2603 0.381594 -0.00165561
-1.67893 8.52583 0.634999 -0.00131556 13.5936 0.648682 -0.00205945 23.2588 0.382662 -0.00167356
-1.67492 8.52265 0.636469 -0.00133458 13.5906 0.650367 -0.00208708 23.2573 0.383732 -0.00169192
-1.67092 8.51946 0.637941 -0.00135356 13.5876 0.65205 -0.0021155 23.2558 0.384805 -0.00171044
-1.66692 8.51625 0.639416 -0.00137303 13.5847 0.653741 -0.00214464 23.2542 0.385882 -0.00172929
-1.66292 8.51304 0.640892 -0.00139275 13.5816 0.655434 -0.00217381 23.2527 0.386962 -0.00174825
-1.65892 8.50983 0.64237 -0.0014127 13.5786 0.657135 -0.00220332 23.2512 0.388047 -0.00176816
-1.65492 8.50661 0.643857 -0.00143272 13.5756 0.658835 -0.00223354 23.2496 0.389132 -0.00178774
-1.65091 8.50337 0.645341 -0.00145323 13.5726 0.660544 -0.0022643 23.2481 0.390223 -0.00180832
-1.64691 8.50013 0.646837 -0.00147405 13.5696 0.662256 -0.00229512 23.2465 0.391316 -0.00182882
-1.64291 8.49687 0.648328 -0.00149516 13.5666 0.663974 -0.00232621 23.245 0.392412 -0.00184981
-1.63891 8.49361 0.649818 -0.00151694 13.5635 0.665694 -0.00235834 23.2434 0.393512 -0.00187102
-1.63491 8.49034 0.651315 -0.00153812 13.5605 0.667421 -0.00239022 23.2419 0.394614 -0.00189271
-1.63091 8.48706 0.652812 -0.00156052 13.5574 0.669152 -0.00242321 23.2403 0.39572 -0.00191505
-1.62691 8.48377 0.654316 -0.00158265 13.5543 0.670888 -0.00245656 23.2388 0.396831 -0.00193763
-1.6229 8.48046 0.655824 -0.00160541 13.5513 0.672625 -0.00249012 23.2372 0.397943 -0.00196075
-1.6189 8.47715 0.657332 -0.00162859 13.5482 0.674369 -0.00252467 23.2356 0.399058 -0.00198351
