0.0 1.0565629996194412
10.0 8.112628450586024
20.0 13.328535301401184
30.0 17.035105404539884
40.0 19.86233033981469
50.0 21.522798661125936
60.0 21.908376426444182
70.0 21.262387702604805
80.0 20.032205938356146
90.0 18.682956029782776
100.0 17.43281054418083
110.0 16.167081816826766
120.0 14.535404582524206
130.0 12.269093226234654
140.0 9.373331387619203
150.0 6.1425113210444
160.0 1.8574442416872479
170.0 -3.275451948964712
180.0 -6.702124697636587
190.0 -8.965999703291828
200.0 -10.712225722702502
210.0 -12.04427204019779
220.0 -12.996129859733383
230.0 -13.674053596830714
240.0 -14.147760044124679
250.0 -14.404666573227217
260.0 -14.430803831142079
270.0 -14.264435470609243
280.0 -13.990467483774255
290.0 -13.718535167816485
300.0 -13.523605558335252
310.0 -13.328079325514707
320.0 -12.94071678938959
330.0 -12.18161734734235
340.0 -10.595122840757167
350.0 -6.174029021229422
