0.0 -3.285263556840676
10.0 3.403376530235814
20.0 9.585371928901484
30.0 14.311470616733308
40.0 17.76565928121766
50.0 20.206132963482506
60.0 21.450090336100725
70.0 21.446633111324108
80.0 20.428068664667904
90.0 19.02422781613843
100.0 17.74505038210324
110.0 16.60143283887262
120.0 15.289233257814493
130.0 13.550264733810524
140.0 11.315774869031586
150.0 8.664426952234768
160.0 5.726598009075644
170.0 2.076698493068089
180.0 -2.1993723873369935
190.0 -6.2749998186423825
200.0 -9.235710093841835
210.0 -11.59884477995305
220.0 -13.419765443853754
230.0 -15.0780413103425
240.0 -16.355644777393458
250.0 -17.30413402959392
260.0 -17.962807036907172
270.0 -18.35819870840695
280.0 -18.48070504559063
290.0 -18.219265944854826
300.0 -18.198778177159934
310.0 -18.153101579652898
320.0 -16.640561488590688
330.0 -15.5191068168281
340.0 -13.34442387114809
350.0 -9.452020616249944
