0.234285714286 8.24157329497 -5.04821771094
0.282857142857 5.29952284638 -4.0194026135
0.331428571429 17.905124195 -4.08992004106
0.38 43.2099041356 -5.41446677842
0.428571428571 61.103784426 5.41884924649
0.477142857143 106.355587786 19.1138192745
0.525714285714 118.396378468 18.4220539031
0.574285714286 129.064377712 18.7248648995
0.622857142857 139.823403243 19.5652690033
0.671428571429 150.76054144 20.7986791353
0.72 161.494605047 21.7929225381
0.768571428571 174.017513965 23.2771829042
0.817142857143 185.647129062 24.5464511041
0.865714285714 198.209028937 26.1048332087
0.914285714286 210.271147924 27.2954021369
0.962857142857 222.440031156 28.2503957406
1.01142857143 233.905804165 28.6698468764
1.06 263.372799785 33.261491872
1.10857142857 276.851678595 34.1081589615
1.15714285714 312.792250915 39.878687984
1.20571428571 320.605282566 39.1804788741
1.25428571429 343.0874054 41.673978477
1.30285714286 354.803448528 42.0918124896
1.35142857143 370.28580707 43.6256734516
1.4 387.11286788 45.4963481521
1.44857142857 406.984154001 48.5225289843
1.49714285714 418.861125516 48.9298462944
1.54571428571 427.895266489 49.7910013133
1.59428571429 429.184607926 49.0543333911
1.64285714286 445.982685548 51.8208523415
1.69142857143 452.57754229 52.3009214507
1.74 466.398626326 54.3999130818
1.78857142857 474.338851618 55.2903499079
1.83714285714 478.93857013 56.0239060973
1.88571428571 481.347828041 56.9364756298
1.93428571429 476.255362961 57.5582476185
1.98285714286 461.10209328 56.8633647607
2.03142857143 435.743983786 55.4238972452
2.08 397.585178729 51.9216581667
2.12857142857 340.771476079 46.6265551353
2.17714285714 254.225892617 36.4109194287
2.22571428571 86.0266009371 12.9497859569
