20.268648	4.112833
37.372158	-3.8331964
45.99359	-14.816206
61.46313	-20.26173
79.99427	-20.021671
88.02968	-18.259111
105.77387	-15.273674
120.538216	-13.905112
134.52151	-9.497047
151.05673	-3.8151362
165.42563	-1.1719254
183.57413	0.98004776
200.06009	4.210932
215.28882	7.736283
228.8294	11.06601
244.4516	13.218672
263.40085	13.311553
277.2768	12.376378
292.8507	12.127033
306.33813	12.809651
322.34787	13.295499
336.24945	13.634859
352.20996	11.66968
365.63037	9.018901
384.0463	3.5235548
395.3201	-1.1855136
407.3109	-12.12042
422.7775	-17.713005
432.8502	-19.333435
451.37936	-19.19142

