20.707697	0.9789916
32.58987	-3.8921692
50.385353	-11.620126
64.01272	-15.261539
77.73409	-17.4773
92.740005	-17.037165
108.906525	-15.820397
119.64176	-12.848974
136.64072	-7.420553
150.7424	-3.868904
167.0713	-0.1896476
185.55905	2.580379
202.99303	6.193835
212.05571	9.03715
227.82141	12.587302
245.14	14.451094
260.17154	15.280045
271.76828	14.491932
285.5281	12.859392
303.7381	11.417265
318.07394	10.108237
337.41464	8.989123
346.78415	8.073402
363.34723	6.8919826
381.00256	5.4503546
391.8352	1.4874256
402.1944	-1.2437594
422.39658	-6.122409
439.07846	-13.914169
450.48288	-17.61839

