16.242102	-1.7831101
27.875065	-10.343073
45.512646	-13.674137
62.78242	-14.271284
76.8572	-12.934231
88.37104	-11.259588
107.69074	-8.395873
121.674385	-6.3813887
134.34175	-3.9319763
149.94698	-1.5054432
163.96318	0.2671019
178.76314	-0.6698878
195.83763	0.18460202
208.09879	2.5370507
225.80992	4.891941
239.85216	6.470935
255.85448	5.9458055
272.2142	5.8805494
284.3035	6.39407
298.02414	7.247057
315.9794	7.787401
332.82343	7.238454
347.33762	5.3093243
363.67847	2.2680244
376.44803	-2.2749913
389.89722	-8.753335
405.1724	-13.222642
423.3783	-14.545232
435.3862	-13.426863
450.0293	-10.081335

