19.515276	-1.495284
33.1913	-1.2689486
47.17299	-0.170371
61.11087	1.0000892
73.49026	1.2934147
91.69283	0.27408624
105.621956	-0.60181135
121.64205	-0.7874356
137.11215	-0.7574455
153.37852	-0.66029817
167.2181	-0.7023244
182.2073	-1.2570462
198.20111	-1.3995409
211.0643	-0.52629566
225.39644	-0.0027787169
237.68822	0.43431196
255.24637	1.1593676
271.7084	0.9354394
288.77594	0.40484565
300.6102	0.2188871
314.2794	-0.2305072
330.7025	-1.0774511
344.6579	-1.9964783
359.01535	-2.201405
377.76987	-2.0657196
388.46713	-1.0728374
403.1283	0.28458443
418.37936	0.67398745
435.6552	0.4884635

