14.231826	-1.2236984
27.11797	-9.252915
44.013348	-17.854723
58.74162	-27.04017
75.12106	-27.719461
90.5974	-25.88806
106.31112	-21.672758
121.419556	-17.136448
133.61545	-11.832333
150.3733	-7.035399
163.79729	-2.5021036
179.43216	2.2928205
194.09299	5.9908924
209.21019	10.462799
222.31795	13.191818
238.86469	15.411646
249.95425	16.462181
266.0359	17.972576
280.02048	18.38411
300.29526	17.969461
308.83142	17.147299
325.51746	14.21392
341.01044	11.793751
359.74005	6.222882
373.9515	0.83718264
386.58188	-13.569895
405.04785	-21.331455
419.04907	-25.171494
433.27017	-26.498829
450.60617	-25.952461

