19.589888	-0.5742695
33.64544	-0.3995899
52.79201	0.42940766
64.19061	0.80167705
80.22671	1.197693
98.14408	1.4406108
111.74999	1.2901932
124.77975	0.42054138
137.98274	-0.6265164
154.48795	-0.49664935
168.18922	-0.57810694
187.06233	-0.55216104
198.32468	-0.2784059
214.61575	-6.8730884E-4
226.63724	0.5192733
243.9833	0.95445436
260.35907	0.9907328
273.04623	0.78136706
285.85312	0.9612129
303.2936	0.8593308
318.17154	0.41797543
330.59985	0.02143258
345.4272	-0.15385409
361.7173	-0.4821586
375.46237	-0.8346106
388.94565	-1.073691
407.55402	-0.63382477
424.5945	0.1857223
442.1654	0.7834519

