21.13278	-0.9366758
37.16713	-0.408774
51.545765	0.3832101
63.85059	1.4637321
77.776245	1.9329826
91.62623	1.6491747
107.97551	1.125723
123.50086	0.7734324
140.70305	0.36732903
156.24118	0.14217816
172.2038	-0.04385852
185.6514	-0.14673111
203.3223	-0.07362119
215.13582	0.30274805
230.72601	0.59593606
247.19566	1.2705318
257.32498	1.6273639
276.62405	1.1625521
292.11896	0.5070822
306.00482	0.5802435
322.01068	0.82452595
334.60782	0.628755
349.68066	-0.04137925
364.7727	-0.52080387
381.13474	-0.9171158
399.20212	-1.0836211
412.28665	-0.6143592
428.01147	1.0186859
451.5815	1.2041856
438.99615	1.5173163

