18.22428	0.039031006
28.541714	0.4367052
47.030647	0.38731796
58.894382	-0.0069315196
76.61771	-0.10660184
90.93109	-0.16336156
107.6912	-0.17454548
121.09589	-0.18110003
137.25685	-0.06549681
152.29787	0.2486514
164.01122	0.25398183
183.78995	0.18072723
197.4195	0.016262572
212.99153	0.2514752
227.08687	0.34784043
240.90671	0.34369794
253.18173	0.24855958
270.42563	-0.10237032
284.5307	0.28112367
299.31378	0.18849476
315.80814	0.3639319
329.16803	0.68278736
345.17618	0.61175007
359.01697	0.2989456
376.36987	-0.12854679
390.46133	0.26451752
405.8022	0.3681189
420.51758	0.02903504
436.2332	-0.13054709
449.78098	-0.2375899

