17.702948	-1.7384739
34.37938	-1.158595
49.690536	-0.33848643
65.47044	1.1672196
81.77226	1.7814488
101.05242	1.7829366
110.82932	1.5657079
129.67828	1.2342272
141.03069	0.29185763
152.20554	-0.78761655
186.831	-1.5577844
200.33301	-0.84020793
211.16399	-1.2143501
229.05351	-0.99221903
246.66988	-0.6573922
260.07678	-0.013264701
275.1094	0.2681442
288.7841	0.14818045
303.67236	-0.65278065
321.20044	-0.70975554
333.15475	-0.8636991
348.09958	-1.2973413
362.25082	-1.6965593
377.14444	-1.8461249
393.28238	-2.005706
423.63348	-1.5457909
443.90237	-0.4571847
458.71796	0.6274882

