17.799322	1.5357894
32.950825	-7.812186
46.734165	-19.902641
65.85324	-24.454704
77.49485	-27.12748
92.151505	-27.845781
106.1099	-25.03268
119.2605	-21.433403
136.26132	-15.979523
153.3482	-8.368681
168.23175	-3.4004478
183.52701	1.3707834
200.0809	6.139272
214.53316	10.814288
230.65187	15.191517
245.46107	18.296919
260.66638	20.813145
277.51855	22.541367
290.86572	20.551239
305.44803	17.970106
320.87338	15.48519
333.79318	13.2998905
353.88824	12.17753
364.64383	8.330057
379.51663	2.5125697
389.1632	-8.098089
404.67557	-18.917635
420.8461	-23.757427
435.80884	-27.31991
451.29678	-28.236128

