 1: Time (s)				    2: Pos.      x (m)             3: Pos.      y (m)             4: Pos.  z     (m)              5: Wnd.      x (m/s)           6: Wnd.      y (m/s)           7: Wnd.  z     (m/s)            8: Rel. Vel. x (m/s) [elt]     9: Rel. Vel. y (m/s) [elt]    10: Rel. Vel. z (m/s) [elt]     11: Infl. Ang.  (o)            12: AOA         (rad)          13: AOA         (o)             14: Lift        (.)            15: Drag        (.)            16: Momt.       (.)             17: Force x     (N/m) [elt]    18: Force y     (N/m) [elt]    19: Force z     (N)   [elt]     20: Force x     (N/m) [glo]    21: Force y     (N/m) [glo]    22: Force z     (N/m) [glo]     23: Moment x    (N)   [glo]    24: Moment y    (N)   [glo]    25: Moment z    (N)   [glo]     26: Cn          (.)   [elt]    27: Ct          (.)   [elt]    28: Veff        (m/s) [.]       29: Radius      (.)   [elt]    30: Force x     (N/m) [hub]    31: Force y     (N/m) [hub]    32: Force z     (N/m) [hub]     33: Defl. x     (N/m) [hub]    34: Defl. y     (N/m) [hub]    35: Defl. z     (N/m) [hub]     36: Moment x    (N.m) [elt]    37: Moment y    (N.m) [elt]    38: Moment z    (N.m) [elt]     39: Induction x (m/s) [elt]    40: Induction y (m/s) [elt]    41: Induction z (m/s) [elt]     42: TI_x        (.)   [glo]   
+0.000000000000000000000000e+00 +2.728226698187627971058174e-28 +8.099999999999999644728632e+00 +4.455532321788005405313662e-12 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +1.347304564197675247338992e-01 +9.586570172738739792350771e-01 +1.485402099952946564087597e+01 +0.000000000000000000000000e+00 +6.508077072698499609959555e-02 +3.728853490114794499987738e+00 +7.351337876072172594632548e-01 +9.409812232637525600265072e-03 -8.188758724988218218321379e-02 +1.749634729872039713427512e+02 -9.155667140450468366452697e+00 +1.292469707114105741986576e-26 +1.528364427315728946155104e+01 -9.600476405988670186388888e-11 +1.745349630826510178849276e+02 +1.194918184153688948668565e-15 -1.951449487291021256396562e+01 -1.073425464810095819001759e-11 +7.341894706007023874150264e-01 -3.841941575619724907886265e-02 +1.488553376359470270529073e+01 +4.500000000000000111022302e-01 +9.358533019327650387347835e-16 -1.745349630826510178849276e+02 -1.528364427315727880341001e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +2.019483917365790221854025e-28 -1.951449487291021256396562e+01 -1.119518225825714585752735e+00 -3.160536179991346728002100e-08 -9.634870284468254564307736e-10 +0.000000000000000000000000e+00
+5.500000000000000027755576e-02 +5.456149695019265997361302e-28 +8.099999999999999644728632e+00 +8.910568661622354607304765e-12 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +1.347304592165044223595061e-01 +9.586570372547461582612982e-01 +1.485402102475375762935528e+01 +0.000000000000000000000000e+00 +6.508077196929720753537651e-02 +3.728853561294041440987712e+00 +7.351337957338149875496924e-01 +9.409812255691972840421222e-03 -8.188758729305442574109009e-02 +1.749634755312819152095472e+02 -9.155667510853989554675536e+00 -2.584939414228211483973152e-26 +1.528364426042573143149639e+01 -1.919997796170190066146845e-10 +1.745349656535204019291996e+02 +1.194918189034792029348675e-15 -1.951449495263540612199904e+01 -2.146731446572107188822138e-11 +7.341894786638661907218761e-01 -3.841941717379610682359115e-02 +1.488553379007771404474170e+01 +4.500000000000000111022302e-01 +9.358533011185091232528969e-16 -1.745349656535204019291996e+02 -1.528364426042572077335535e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 -4.038967834731580443708050e-28 -1.951449495263540612199904e+01 -1.119518205650064324174764e+00 -6.381069450611676074913703e-09 -9.665979514452538124099104e-10 +0.000000000000000000000000e+00
+1.100000000000000005551115e-01 +8.184072691850904023664429e-28 +8.099999999999999644728632e+00 +1.336560500145670461708944e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +1.674220516463378050087130e-01 +1.190179108197973345539822e+00 +1.489306935051176417061924e+01 +0.000000000000000000000000e+00 +8.052725098145999127474681e-02 +4.613871617028373783853112e+00 +8.271270654643816389040012e-01 +9.583221809584900260925444e-03 -7.997238460283773164860577e-02 +1.981374648674027127981390e+02 -1.368159967540065302671337e+01 +0.000000000000000000000000e+00 +1.402695411410817527553263e+01 -3.269009087836178798855036e-10 +1.981133153325133662292501e+02 +1.175760949608143428613325e-15 -1.920163349022255161457906e+01 -3.168412945840211120695626e-11 +8.252175811521594850361794e-01 -5.698213913245520761963192e-02 +1.494148825024205073930261e+01 +4.500000000000000111022302e-01 +8.589032228780556972867381e-16 -1.981133153325133662292501e+02 -1.402695411410816284103475e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 -8.077935669463160887416101e-28 -1.920163349022255161457906e+01 -8.856995012922834753510415e-01 +3.904831937693745147477387e-02 +1.517945873486860352587213e-04 +0.000000000000000000000000e+00
+1.650000000000000077715612e-01 +1.091199568868254474046061e-27 +8.099999999999999644728632e+00 +1.782064134129105785804837e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +1.674622853487132967398310e-01 +1.190172975752348483169385e+00 +1.489298415911116357790434e+01 +0.000000000000000000000000e+00 +8.052767805213557894550291e-02 +4.613896086375638638799046e+00 +8.271296451313860931264799e-01 +9.583226199910000256410036e-03 -7.997233806133781375269365e-02 +1.981358233721220187817380e+02 -1.368157748616900271088070e+01 +5.169878828456422967946304e-26 +1.402674763540731994737598e+01 -4.358605379769208546089090e-10 +1.981116867240077112910512e+02 +1.175746895256029729157316e-15 -1.920140396524478987316797e+01 -4.224460905109522986839301e-11 +8.252201284253833923898469e-01 -5.698269468915625329819008e-02 +1.494140329730649696671207e+01 +4.500000000000000111022302e-01 +8.588905797325855539661130e-16 -1.981116867240077112910512e+02 -1.402674763540730751287811e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 -1.920140396524478987316797e+01 -8.856999746082463431662291e-01 +3.896312797633574853684024e-02 +1.924902177635426261774476e-04 +0.000000000000000000000000e+00
+2.200000000000000011102230e-01 +1.363991868551418186993272e-27 +8.099999999999999644728632e+00 +2.227567768112540786783304e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +1.880731572942947738003028e-01 +1.337085625709938163652168e+00 +1.489224312060066246488077e+01 +0.000000000000000000000000e+00 +9.042063575275466336123031e-02 +5.180720809522560088566934e+00 +8.913928194354671097343612e-01 +9.705683634569719359097562e-03 -8.014310880212299759151051e-02 +2.137007799434914261382801e+02 -1.703215792544962781107643e+01 +0.000000000000000000000000e+00 +1.287499808698384029526096e+01 -5.884936765024345487086543e-10 +2.139914768777349252104614e+02 +1.180139330837621389395635e-15 -1.927313788208201472684777e+01 -5.300274165001814196714140e-11 +8.886277346750307559730686e-01 -7.082448607778532578826969e-02 +1.495332988488024206219507e+01 +4.500000000000000111022302e-01 +7.883662597708545559575355e-16 -2.139914768777349252104614e+02 -1.287499808698382786076309e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +1.793662034335765850782374e-43 +6.462348535570528709932880e-27 -1.615587133892632177483220e-27 -1.927313788208201472684777e+01 -7.373485894988804911776015e-01 +3.822208946583517674699948e-02 +1.564895177251349786106543e-04 +0.000000000000000000000000e+00
+2.750000000000000222044605e-01 +1.636784168234582079306686e-27 +8.099999999999999644728632e+00 +2.673071402095975787761771e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +1.976261844604021156168727e-01 +1.405271043969416044916443e+00 +1.488597293804261845195924e+01 +0.000000000000000000000000e+00 +9.504408179932891109764626e-02 +5.445624754797710131981603e+00 +9.237895099415119881669511e-01 +9.766730307762880661237581e-03 -8.101336827154413666729482e-02 +2.213807854227615052877809e+02 -1.874508708566057890720913e+01 +0.000000000000000000000000e+00 +1.224758921355092766702910e+01 -7.320747496058745981886510e-10 +2.218351347345678448164108e+02 +1.192975368793532654486925e-15 -1.948276629029799522641042e+01 -6.429484617816676589703378e-11 +9.205470531839181624889079e-01 -7.794594569455619292863702e-02 +1.495346224551158620386104e+01 +4.500000000000000111022302e-01 +7.499485463996527845305991e-16 -2.218351347345678448164108e+02 -1.224758921355091345617438e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 -1.615587133892632177483220e-27 -1.948276629029799522641042e+01 -6.684972226284682239594304e-01 +3.195190690779146913680364e-02 +1.269711888814778423442003e-04 +0.000000000000000000000000e+00
+3.300000000000000155431223e-01 +1.909576467917745792253897e-27 +8.099999999999999644728632e+00 +3.118575036079410788740238e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +2.085866357864534781363375e-01 +1.483296915519360048563158e+00 +1.488526385781572791700000e+01 +0.000000000000000000000000e+00 +1.002915191909196368502677e-01 +5.746280770594996312183866e+00 +9.606524594966112662319802e-01 +9.840597332629067925391375e-03 -8.221279482503107693958100e-02 +2.303165020618693574760982e+02 -2.079582975392892052468596e+01 +0.000000000000000000000000e+00 +1.146041562592400353537414e+01 -8.892524911545243457624290e-10 +2.309692978100131313112797e+02 +1.211767787303953244806285e-15 -1.978966977502898672014453e+01 -7.619206189217363251636488e-11 +9.568104744967385055787190e-01 -8.639271418365437882336266e-02 +1.496043977431857285864680e+01 +4.500000000000000111022302e-01 +7.017480656054092973137931e-16 -2.309692978100131313112797e+02 -1.146041562592398932451943e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +3.587324068671531701564748e-43 +1.292469707114105741986576e-26 +0.000000000000000000000000e+00 -1.978966977502898672014453e+01 -5.897052934978589400216720e-01 +3.124282668089976844338906e-02 +1.216536655335388381320855e-04 +0.000000000000000000000000e+00
+3.850000000000000088817842e-01 +2.182368767600909863933515e-27 +8.099999999999999644728632e+00 +3.564078670062845466601279e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +2.157046629193499209797835e-01 +1.534006930047799199812175e+00 +1.488185134131379250277405e+01 +0.000000000000000000000000e+00 +1.037195846590274056486791e-01 +5.942694453812110033652516e+00 +9.836447456418055956817170e-01 +9.903312648806228413178587e-03 -8.279457523720294698232891e-02 +2.358075668355179743684857e+02 -2.214862874285433491650110e+01 -2.067951531382569187178522e-25 +1.088499049588654088438489e+01 -1.041041179903984430297348e-09 +2.365951971490134155828855e+02 +1.220639755015091594852575e-15 -1.993456000326493438024045e+01 -8.771400012928948857643464e-11 +9.793839106333449562313831e-01 -9.199030770913953214407144e-02 +1.496225935839914988889632e+01 +4.500000000000000111022302e-01 +6.665134383570820199779445e-16 -2.365951971490134155828855e+02 -1.088499049588652667353017e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 -3.587324068671531701564748e-43 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 -1.993456000326493438024045e+01 -5.384981474361213438228901e-01 +2.783031017896543668488363e-02 +1.129386841960714843663763e-04 +0.000000000000000000000000e+00
+4.400000000000000022204460e-01 +2.455161067284073576880726e-27 +8.099999999999999644728632e+00 +4.009582304046280790697172e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +2.230931077604153822679933e-01 +1.586609585837793989782085e+00 +1.488035486104683080554878e+01 +0.000000000000000000000000e+00 +1.072600961922853535224220e-01 +6.145550821985182210482890e+00 +1.005587779335980647132942e+00 +9.990810435415492865574016e-03 -8.296334345401075449633055e-02 +2.411150661266196095766645e+02 -2.354092984360359608331237e+01 -2.067951531382569187178522e-25 +1.024490030842677157352227e+01 -1.198145801501819968033346e-09 +2.420448150835212572928867e+02 +1.223799138455242560590575e-15 -1.998615665044577838216355e+01 -9.893350621175837483398029e-11 +1.000878377559385690176441e+00 -9.771935054332980818969645e-02 +1.496636433150291267679677e+01 +4.500000000000000111022302e-01 +6.273192183882304084736555e-16 -2.420448150835212572928867e+02 -1.024490030842675736266756e+01 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 -1.998615665044577838216355e+01 -4.853791442964818236838198e-01 +2.633382991200286515898199e-02 +1.086049711106812956347770e-04 +0.000000000000000000000000e+00
+4.949999999999999955591079e-01 +2.727953366967237289827937e-27 +8.099999999999999644728632e+00 +4.455085938029715468558213e-11 +1.500000000000000000000000e+01 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +2.291199436253078813852113e-01 +1.629531105386896383535600e+00 +1.487826103790012588490299e+01 +0.000000000000000000000000e+00 +1.101539272291972015871409e-01 +6.311355127024198097274166e+00 +1.022310651924070334928274e+00 +1.007457826759430331853284e-02 -8.281053605104757298072116e-02 +2.451381674756283075566898e+02 -2.467002605228858413966009e+01 +0.000000000000000000000000e+00 +9.686699876647026030695997e+00 -1.354047996673019064118699e-09 +2.461859037074006550938066e+02 +1.221972934858815669264072e-15 -1.995633248241569290826192e+01 -1.097619459469824819941762e-10 +1.017222130977686989083963e+00 -1.023704171839295018475724e-01 +1.496898523894947530266109e+01 +4.500000000000000111022302e-01 +5.931392998774553276626815e-16 -2.461859037074006550938066e+02 -9.686699876647011819841282e+00 +8.099999999999999644728632e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +0.000000000000000000000000e+00 +3.231174267785264354966440e-27 -1.995633248241569290826192e+01 -4.420365605888444404669713e-01 +2.424000676529827064120681e-02 +1.032671182663822822015917e-04 +0.000000000000000000000000e+00
